myot,myox,myoy,myoz
1455557676,myox,myoy,myoz
610585112284,0.452637,-0.0541992,0.885742
610585133605,0.45166,-0.046875,0.892578
610585148646,0.458984,-0.0419922,0.885742
610585173542,0.463379,-0.0288086,0.887207
610585193576,0.478516,-0.0175781,0.883789
610585208650,0.478027,-0.0175781,0.88916
610585247910,0.470703,-0.0146484,0.883301
610585250008,0.47168,-0.0214844,0.888184
610585270115,0.466797,-0.0219727,0.879883
610585291517,0.464844,-0.0283203,0.883301
610585309971,0.465332,-0.0444336,0.881836
610585330099,0.459473,-0.0556641,0.888672
610585365958,0.460449,-0.0576172,0.895996
610585376074,0.469727,-0.0605469,0.876465
610585389958,0.472656,-0.0625,0.883789
610585411014,0.47168,-0.0537109,0.89209
610585427383,0.459473,-0.0375977,0.896484
610585450002,0.454102,-0.0214844,0.881348
610585470988,0.466309,-0.0322266,0.872559
610585487426,0.46875,-0.0488281,0.89209
610585509900,0.461914,-0.0454102,0.90625
610585530926,0.461914,-0.0488281,0.884766
610585554051,0.463867,-0.0576172,0.881348
610585569904,0.459473,-0.0517578,0.882812
610585591551,0.458008,-0.0429688,0.896973
610585606550,0.458496,-0.0410156,0.887207
610585629053,0.463867,-0.0400391,0.887695
610585651555,0.470703,-0.0517578,0.880371
610585666569,0.467285,-0.0458984,0.878906
610585689103,0.459473,-0.0195312,0.882812
610585711617,0.466797,-0.0258789,0.883301
610585726580,0.466797,-0.0400391,0.88916
610585749153,0.468262,-0.0458984,0.88916
610585771661,0.461426,-0.0410156,0.895508
610585786596,0.457031,-0.0415039,0.883789
610585809087,0.468262,-0.0493164,0.878906
610585831627,0.476562,-0.0620117,0.885254
610585846661,0.472168,-0.0551758,0.891602
610585869200,0.469727,-0.0439453,0.88623
610585891633,0.461914,-0.0444336,0.87793
610585906608,0.472656,-0.043457,0.87207
610585929055,0.476074,-0.0541992,0.874023
610585951609,0.469238,-0.0629883,0.893066
610585966568,0.46582,-0.0546875,0.886719
610585989069,0.463379,-0.0649414,0.878418
610586011567,0.474609,-0.0615234,0.882324
610586026570,0.491211,-0.0654297,0.87207
610586049081,0.491211,-0.0708008,0.874512
610586071571,0.478516,-0.0795898,0.878906
610586086591,0.444336,-0.0473633,0.912598
610586109050,0.444824,-0.034668,0.884277
610586131551,0.459473,-0.0483398,0.884766
610586146552,0.483887,-0.0649414,0.885742
610586169049,0.489746,-0.0644531,0.879395
610586191694,0.490723,-0.0649414,0.871582
610586206662,0.483887,-0.0766602,0.874023
610586229098,0.479492,-0.0727539,0.880371
610586251674,0.477051,-0.0751953,0.880859
610586266734,0.463379,-0.0576172,0.875488
610586289124,0.459473,-0.0585938,0.874023
610586311746,0.464844,-0.0737305,0.875488
610586326589,0.472656,-0.0634766,0.89209
610586349186,0.472168,-0.0532227,0.887695
610586371576,0.472168,-0.0571289,0.884277
610586388018,0.466309,-0.0625,0.89209
610586409096,0.458496,-0.0625,0.883789
610586431548,0.45752,-0.0625,0.883789
610586448003,0.459961,-0.0610352,0.883789
610586469104,0.465332,-0.0620117,0.885742
610586491610,0.467285,-0.0722656,0.881348
610586508011,0.47168,-0.081543,0.883789
610586529057,0.474121,-0.0854492,0.878906
610586551566,0.475098,-0.0771484,0.88916
610586568026,0.472656,-0.0678711,0.888184
610586589062,0.466309,-0.0678711,0.885742
610586604894,0.458984,-0.0644531,0.887207
610586628152,0.456055,-0.0532227,0.890137
610586649080,0.450684,-0.0292969,0.881348
610586671655,0.458008,-0.0327148,0.889648
610586688115,0.463867,-0.043457,0.88916
610586709154,0.466797,-0.0483398,0.880859
610586731674,0.46875,-0.0717773,0.89209
610586748094,0.475586,-0.0742188,0.867188
610586769224,0.484375,-0.0864258,0.875977
610586784996,0.476562,-0.0791016,0.878906
610586808033,0.477539,-0.0698242,0.87793
610586829089,0.473633,-0.0664062,0.88623
610586844898,0.473633,-0.0595703,0.883789
610586868042,0.471191,-0.0585938,0.875977
610586889101,0.473145,-0.0605469,0.881836
610586904915,0.471191,-0.059082,0.882812
610586927373,0.480469,-0.059082,0.883789
610586950538,0.474121,-0.059082,0.88623
610586964892,0.466797,-0.050293,0.878906
610586987345,0.459961,-0.0449219,0.880859
610587009101,0.462891,-0.046875,0.879395
610587031569,0.467285,-0.0595703,0.880371
610587047423,0.470215,-0.0654297,0.884766
610587069061,0.47168,-0.0620117,0.883789
610587091710,0.468262,-0.0507812,0.888672
610587107407,0.470703,-0.0371094,0.884766
610587130547,0.466309,-0.0263672,0.881836
610587144921,0.466797,-0.0390625,0.874023
610587167405,0.471191,-0.0585938,0.886719
610587190532,0.477539,-0.0678711,0.88623
610587204897,0.475098,-0.0698242,0.889648
610587227414,0.466797,-0.0585938,0.882812
610587250559,0.468262,-0.0478516,0.880371
610587264909,0.470215,-0.0463867,0.885254
610587287373,0.466309,-0.0532227,0.876465
610587310517,0.467285,-0.0581055,0.885742
610587324895,0.478516,-0.0620117,0.884766
610587347343,0.474121,-0.0629883,0.881348
610587370550,0.479004,-0.0639648,0.880371
610587384895,0.47168,-0.0605469,0.875
610587407371,0.46582,-0.0551758,0.88623
610587430554,0.466797,-0.0605469,0.890137
610587451602,0.466309,-0.046875,0.884766
610587467343,0.475586,-0.0522461,0.880859
610587490579,0.474609,-0.0639648,0.880859
610587513061,0.471191,-0.0644531,0.881348
610587527391,0.463867,-0.0664062,0.884277
610587550555,0.466309,-0.0585938,0.87793
610587571624,0.463379,-0.0507812,0.886719
610587587443,0.465332,-0.0390625,0.885742
610587610582,0.471191,-0.0415039,0.882812
610587631646,0.474609,-0.0527344,0.87793
610587647385,0.470703,-0.059082,0.879883
610587670523,0.46875,-0.0605469,0.879883
610587691572,0.464844,-0.0546875,0.878418
610587707392,0.466797,-0.0639648,0.881836
610587730582,0.470215,-0.0649414,0.883301
