myoTS,myox,myoy,myoz
1448406224,myox,myoy,myoz
81737605607,0.303223,-0.0239258,0.950195
81737626953,0.299805,-0.0302734,0.950195
81737652572,0.30127,-0.0239258,0.946289
81737666872,0.300781,-0.03125,0.947266
81737686956,0.303223,-0.0341797,0.943848
81737720101,0.299316,-0.0341797,0.946777
81737724571,0.295898,-0.0249023,0.946289
81737760349,0.30127,-0.0253906,0.941406
81737770434,0.302734,-0.0273438,0.941895
81737784232,0.304688,-0.0327148,0.944824
81737805304,0.302734,-0.0302734,0.942383
81737821794,0.300293,-0.0292969,0.946289
81737844253,0.301758,-0.0273438,0.944824
81737865310,0.30127,-0.0253906,0.947754
81737881787,0.29834,-0.0253906,0.941406
81737904275,0.300293,-0.0292969,0.951172
81737925341,0.300293,-0.0297852,0.946777
81737941772,0.299805,-0.027832,0.955566
81737964278,0.300781,-0.0263672,0.944824
81737993480,0.296387,-0.0219727,0.946777
81738001812,0.29541,-0.0244141,0.947266
81738024273,0.29834,-0.0253906,0.944336
81738045333,0.29541,-0.0317383,0.950684
81738061782,0.299316,-0.0224609,0.952148
81738084288,0.300293,-0.0634766,0.92627
81738105366,0.310547,-0.0273438,0.953613
81738121789,0.304688,0.00927734,0.951172
81738144285,0.288574,0.00292969,0.956055
81738165343,0.307129,0,0.954102
81738181791,0.305176,-0.0170898,0.947754
81738204280,0.315918,-0.0078125,0.94873
81738225311,0.319336,-0.0146484,0.960938
81738241777,0.376465,-0.0600586,0.970215
81738270968,0.290527,0.00244141,0.914062
81738293528,0.282715,-0.0615234,0.944336
81738301793,0.315918,-0.00537109,0.941406
81738324299,0.296387,-0.0141602,0.958984
81738345332,0.281738,-0.0131836,0.958008
81738361776,0.287109,-0.0214844,0.950195
81738383487,0.299805,-0.0283203,0.94043
81738405984,0.29541,-0.0263672,0.948242
81738420992,0.302734,-0.0239258,0.949219
81738443464,0.308105,-0.015625,0.942871
81738466022,0.303711,-0.0170898,0.949219
81738480972,0.296875,-0.0180664,0.95166
81738503513,0.294922,-0.0185547,0.946289
81738526005,0.291016,-0.0258789,0.949707
81738541017,0.293457,-0.0219727,0.953613
81738563516,0.301758,-0.0317383,0.95166
81738586024,0.299316,-0.0253906,0.955078
81738601055,0.297852,-0.0161133,0.950684
81738623521,0.297363,-0.0229492,0.952637
81738646029,0.298828,-0.0200195,0.94873
81738661012,0.298828,-0.019043,0.947754
81738683547,0.293457,-0.0209961,0.947754
81738705985,0.295898,-0.0244141,0.94873
81738721042,0.328125,0.0297852,0.897949
81738743470,0.316406,0,0.960449
81738765969,0.292969,0.00195312,0.944336
81738782429,0.289062,-0.0185547,0.95752
81738803464,0.306641,-0.0292969,0.953613
81738826016,0.3125,-0.0219727,0.943359
81738842443,0.304199,-0.015625,0.943848
81738863560,0.299316,-0.0214844,0.952637
81738885986,0.301758,-0.0219727,0.951172
81738902453,0.301758,-0.0141602,0.928711
81738923483,0.30127,-0.0283203,0.954102
81738946038,0.29248,-0.0317383,0.932129
81738962448,0.292969,0.00488281,0.949219
81738983509,0.296875,-0.0258789,0.949219
81739006049,0.294922,-0.0180664,0.949219
81739022924,0.293457,-0.0180664,0.946289
81739043510,0.293457,-0.0273438,0.945801
81739065999,0.297852,-0.0180664,0.947754
81739082426,0.29541,-0.0180664,0.94873
81739104961,0.299316,-0.0214844,0.952637
81739126015,0.300293,-0.0195312,0.946289
81739142464,0.296875,-0.0229492,0.950195
81739163510,0.297363,-0.0180664,0.949219
81739185986,0.297363,-0.0166016,0.94873
81739202431,0.299805,-0.0126953,0.943848
81739223544,0.296387,-0.0180664,0.948242
81739246041,0.295898,-0.0214844,0.955566
81739262515,0.292969,-0.0195312,0.945801
81739283541,0.293945,-0.0166016,0.943359
81739306038,0.30127,-0.0151367,0.945801
81739322425,0.302734,-0.012207,0.943848
81739343475,0.288574,-0.0175781,0.949219
81739366066,0.293945,-0.0185547,0.955566
81739381798,0.290527,-0.0239258,0.951172
81739403532,0.290527,-0.0234375,0.945312
81739426056,0.291504,-0.0249023,0.948242
81739449958,0.294434,-0.0214844,0.940918
81739471006,0.29248,-0.0239258,0.949707
81739486031,0.288574,-0.0161133,0.946289
81739501821,0.29248,-0.0126953,0.955078
81739524938,0.294434,-0.0170898,0.953613
81739546043,0.296875,-0.0170898,0.957031
81739561791,0.295898,-0.0141602,0.949219
81739584951,0.296387,-0.0170898,0.950195
81739606024,0.297852,-0.0146484,0.952637
81739621781,0.297852,-0.0185547,0.946777
81739644928,0.295898,-0.0180664,0.950684
81739666058,0.296387,-0.0146484,0.949707
81739682307,0.290039,-0.0185547,0.952637
81739704976,0.287598,-0.0224609,0.942871
81739726009,0.293457,-0.0131836,0.947266
81739741813,0.297363,-0.00976562,0.954102
81739764955,0.29834,-0.0141602,0.954102
81739785998,0.29541,-0.0136719,0.951172
81739801839,0.294434,-0.0180664,0.950195
81739825004,0.29248,-0.0112305,0.946289
81739846070,0.290039,-0.0126953,0.95166
81739861815,0.293457,-0.0131836,0.946289
81739884968,0.291992,-0.0166016,0.952637
81739906011,0.291504,-0.0166016,0.945801
81739921826,0.289551,-0.0170898,0.950684
81739944978,0.291016,-0.0126953,0.95166
81739966029,0.295898,-0.0136719,0.945801
81739981814,0.295898,-0.00976562,0.955566
81740004971,0.296875,-0.00292969,0.953613
81740026066,0.297363,-0.00585938,0.946289
81740041794,0.291504,-0.0146484,0.952148
81740065001,0.291504,-0.0234375,0.959473
81740086457,0.289551,-0.0180664,0.971191
81740101815,0.287109,-0.00683594,0.970703
81740124971,0.287598,-0.0366211,0.968262
81740146065,0.268066,-0.0581055,0.987305
81740161813,0.249023,-0.0673828,0.971191
81740184973,0.259766,-0.104004,0.953125
81740205820,0.291016,-0.0947266,0.951172
