myoTS,x,y,z
265078176112,13.625,11,-22.125
265078198690,22.25,12.3125,-26.75
265078213631,11.1875,22.8125,-36.0625
265078237872,2.8125,26.0625,-48.875
265078258642,24.3125,23.875,-59.625
265078273616,21.625,26.5625,-64.75
265078297292,15,19.125,-70.6875
265078327342,-3.1875,14.375,-77.0625
265078338635,-9.5,9.875,-84.125
265078357945,1.8125,4.875,-89.5625
265078379302,21.9375,0.5,-92
265078394283,35.75,-5.125,-89
265078417244,35.4375,-12.8125,-84.3125
265078445968,20.9375,-18.9375,-80.1875
265078458587,-0.25,-22.5,-76.125
265078476786,-13.5,-24.4375,-72.1875
265078499223,-9.5625,-27.5,-68.625
265078514299,7.125,-32.9375,-61.4375
265078536822,15.5,-38.5625,-50.0625
265078559266,13.5625,-41.5,-40.375
265078574173,3.4375,-40.0625,-34.8125
265078596810,0.9375,-35.875,-30.8125
265078619336,4.75,-34,-28.25
265078634334,9.0625,-32.625,-29.3125
265078656677,8.875,-31.4375,-29.875
265078679303,6.375,-29.25,-28
265078693625,5.9375,-26.75,-26.3125
265078716605,5.8125,-22.625,-26.1875
265078739134,2.875,-21.125,-26.875
265078753589,1.25,-21.0625,-25.0625
265078776745,1.0625,-20,-20.125
265078799276,-4.4375,-17.6875,-18
265078813476,-11.4375,-15.375,-20.5625
265078836751,-21.0625,-12.9375,-22.125
265078859301,-28.1875,-13.125,-23.4375
265078873527,-34.875,-16.4375,-25.125
265078896801,-40.625,-22.4375,-25.1875
265078919279,-42,-27.625,-21.5625
265078933522,-45,-26.4375,-19.9375
265078956663,-55.125,-21.4375,-21.1875
265078979225,-54.9375,-21.6875,-21.125
265078993600,-41.625,-22.5,-20.75
265079016787,-36.4375,-22.3125,-19.9375
265079039144,-39.0625,-16.4375,-17.75
265079053620,-54,-5.875,-14
265079076778,-58.75,-1.5625,-12.0625
265079099107,-41.625,-2.875,-6.9375
265079113420,-25.5,-0.5,-2.375
265079136633,-22.4375,1.8125,-2.375
265079159137,-31.6875,5.5625,-2.125
265079173462,-41.3125,6.9375,-1.3125
265079196634,-42.5,2.0625,-4.875
265079219095,-30.25,-5.25,-12.9375
265079233457,-19.6875,-3.5,-21.4375
265079256585,-33.375,5.875,-28.125
265079279138,-67.375,14.1875,-30.3125
265079293617,-84.9375,17.375,-28.8125
265079316747,-71.875,17.5,-25.8125
265079339131,-47.6875,20.125,-21.5
265079353494,-36.0625,23.75,-15.1875
265079376802,-39.25,28,-10.875
265079399321,-44.5625,26.875,-7.75
265079413491,-38.625,24.4375,-4.75
265079436285,-28.6875,27.25,-3.875
265079458681,-21.125,26.6875,-5.125
265079473507,-12.6875,23.6875,-6.8125
265079496132,-7.0625,21.8125,-8.5625
265079518492,-11.8125,20.5,-8.5625
265079533436,-21.4375,19.8125,-8.1875
265079556083,-25.6875,17,-5.875
265079578720,-14.125,10.9375,-3.6875
265079593537,1.1875,6.4375,1.1875
265079616029,14.375,6.0625,9.9375
265079638474,9.5,6.75,16.0625
265079653425,-4.0625,8.375,16.9375
265079676012,-8,9.375,12.4375
265079698482,-2.3125,7.5,8.5
265079713400,-3,2.125,16.375
265079735969,-25.125,-4.8125,26.25
265079758618,-52.5,-10.4375,25
265079773530,-46.8125,-6.1875,7.125
265079796098,-39.5625,-2.9375,-9.9375
265079818687,-54.25,-3.5,-21
265079834945,-64.0625,-0.6875,-31.0625
265079856028,-74.25,6.0625,-38.8125
265079878678,-81.0625,9.9375,-47.5
265079893562,-58.1875,5.4375,-55.125
265079916280,-8.125,9.6875,-63.6875
265079938513,43.25,15.9375,-60.125
265079954933,59.125,13.25,-45.3125
265079975952,2.4375,6.875,-32.3125
265079998472,-60.9375,-5.875,-38.5625
265080014936,-86.875,-25,-42.4375
265080035915,-67.5625,-39.25,-43.9375
265080058625,-45.5625,-43.0625,-51.0625
265080074948,-39.25,-46.4375,-64.125
