timestamp,roll,pitch,yaw
65245229799,0.289419,-0.0897865,-0.00370964
65245260621,0.282674,-0.0717376,0.00841715
65245261329,0.275713,-0.0529766,0.0202635
65245291110,0.266918,-0.033915,0.0324026
65245297957,0.256042,-0.0147329,0.044629
65245320475,0.244117,0.00466,0.0572739
65245334956,0.232589,0.0243164,0.0697123
65245358132,0.222365,0.042902,0.0803633
65245388783,0.213268,0.0590896,0.0886393
65245394878,0.205227,0.0728774,0.0953338
65245418186,0.198772,0.0852316,0.101359
65245440680,0.195214,0.0961276,0.106218
65245454951,0.195003,0.105886,0.109769
65245477988,0.197105,0.115077,0.112918
65245500632,0.199311,0.123807,0.115682
65245515007,0.199134,0.131319,0.11842
65245538183,0.197801,0.13776,0.121326
65245560731,0.197808,0.143657,0.124155
65245575019,0.198779,0.149004,0.127006
65245597994,0.199254,0.154557,0.129354
65245620534,0.198235,0.159425,0.130639
65245634843,0.19706,0.162771,0.131257
65245665560,0.19693,0.165175,0.131988
65245680598,0.197391,0.168107,0.133321
65245694871,0.19831,0.170922,0.134317
65245717959,0.198394,0.173225,0.134689
65245740685,0.197671,0.17487,0.134797
65245756344,0.19789,0.176224,0.134713
65245779449,0.199038,0.177432,0.134207
65245800607,0.200277,0.178826,0.133118
65245815029,0.201785,0.179903,0.131282
65245838088,0.203176,0.180183,0.128856
65245860592,0.205125,0.179832,0.126293
65245875113,0.208133,0.179073,0.123538
65245898135,0.211921,0.177582,0.120403
65245920673,0.215961,0.174911,0.116783
65245936337,0.220222,0.171755,0.113118
65245958002,0.224592,0.168111,0.109515
65245980590,0.229541,0.163972,0.105763
65245996284,0.235107,0.159738,0.101788
65246017981,0.241414,0.155384,0.0977123
65246040552,0.24786,0.151072,0.0935035
65246056266,0.254183,0.146529,0.0893478
65246078104,0.260659,0.141464,0.0855992
65246100554,0.267429,0.136391,0.082086
65246118350,0.27506,0.131198,0.0784574
65246138167,0.283034,0.125473,0.0743643
65246160617,0.291279,0.119496,0.070451
65246176334,0.298439,0.113314,0.0666358
65246198228,0.303996,0.107151,0.0623132
65246220687,0.30949,0.100414,0.0569945
65246236290,0.316,0.0931467,0.0512331
65246258832,0.323124,0.0852164,0.0450934
65246280529,0.330907,0.0764591,0.0389059
65246296259,0.338107,0.067181,0.032411
65246318761,0.345105,0.0573196,0.0252401
65246340329,0.352285,0.0470161,0.0172999
65246356261,0.359933,0.0363574,0.00884961
65246378772,0.368425,0.0249176,-0.000447956
65246401954,0.376799,0.0133922,-0.0096249
65246416372,0.385414,0.00232949,-0.0189468
65246438804,0.394423,-0.00840827,-0.0289419
65246461972,0.403818,-0.0192646,-0.0392078
65246476341,0.413883,-0.03027,-0.0501433
65246498851,0.423473,-0.0411689,-0.0606826
65246521959,0.432804,-0.0515294,-0.0711004
65246536207,0.441286,-0.0616909,-0.08169
65246558762,0.449407,-0.0720495,-0.0922948
65246581904,0.458071,-0.0826579,-0.102599
65246596312,0.466344,-0.0932877,-0.112627
65246618782,0.473363,-0.103486,-0.122461
65246641963,0.480064,-0.113016,-0.132326
65246663008,0.486455,-0.12216,-0.141657
65246678775,0.493382,-0.13097,-0.150523
65246701981,0.500767,-0.139847,-0.158901
65246723240,0.508095,-0.148326,-0.167259
65246738859,0.514493,-0.156127,-0.174921
65246761966,0.520024,-0.163199,-0.1816
65246783210,0.525936,-0.169805,-0.187994
65246798837,0.531784,-0.176319,-0.193645
65246821975,0.537369,-0.182548,-0.198983
65246842996,0.542138,-0.188536,-0.203563
65246858821,0.54554,-0.193759,-0.207021
65246881941,0.548746,-0.198588,-0.210108
65246903001,0.552501,-0.203225,-0.212719
65246918839,0.557719,-0.207179,-0.214196
65246942013,0.563869,-0.210278,-0.214801
65246963092,0.569007,-0.211823,-0.214303
65246978868,0.572771,-0.212411,-0.213974
65247001980,0.575102,-0.212844,-0.213658
65247023053,0.577391,-0.212625,-0.21288
65247038861,0.579665,-0.211958,-0.211447
65247062844,0.580996,-0.211049,-0.209809
65247083669,0.581074,-0.210312,-0.208307
65247098803,0.580199,-0.210287,-0.206769
65247121929,0.579662,-0.210447,-0.205461
65247143235,0.579496,-0.211313,-0.203395
65247158862,0.579379,-0.212119,-0.200676
65247181961,0.577703,-0.213173,-0.197821
65247203057,0.574485,-0.214984,-0.194986
65247218863,0.570189,-0.2166,-0.191174
65247241340,0.566901,-0.218261,-0.186997
65247263046,0.564851,-0.220332,-0.182345
65247278812,0.562823,-0.222248,-0.178161
65247301305,0.560407,-0.224523,-0.175177
65247323038,0.557083,-0.226755,-0.173333
65247338814,0.553885,-0.228687,-0.172563
65247361299,0.552451,-0.23019,-0.172037
65247384491,0.553425,-0.231146,-0.171684
65247398749,0.556347,-0.23213,-0.172641
65247421373,0.560475,-0.233339,-0.174478
65247444636,0.56429,-0.233933,-0.175712
65247458853,0.567179,-0.234228,-0.176854
65247481379,0.56984,-0.234517,-0.17809
65247504587,0.571241,-0.2351,-0.178469
65247518841,0.572496,-0.235136,-0.178145
65247541349,0.573892,-0.235039,-0.177292
65247572417,0.575224,-0.235308,-0.17654
65247578788,0.576125,-0.23546,-0.175431
65247601324,0.576557,-0.235241,-0.174273
65247624520,0.576811,-0.235068,-0.173487
65247638897,0.577052,-0.235312,-0.173081
65247661409,0.577491,-0.234906,-0.172124
65247684576,0.578584,-0.233817,-0.170791
65247698893,0.580265,-0.233149,-0.16967
65247721338,0.581205,-0.232672,-0.168501
65247744537,0.580958,-0.232215,-0.16704
65247758825,0.580052,-0.231717,-0.165735
65247781357,0.579392,-0.231656,-0.164725
65247804531,0.579322,-0.231192,-0.163674
65247818811,0.580002,-0.230438,-0.162638
65247841351,0.580989,-0.229777,-0.162061
65247864498,0.58231,-0.229224,-0.161947
65247885744,0.583341,-0.228546,-0.161494
65247901759,0.584748,-0.226961,-0.160943
65247924620,0.586582,-0.225241,-0.160791
65247945604,0.588822,-0.223077,-0.160297
65247969537,0.591338,-0.220119,-0.159456
65247984525,0.593731,-0.216794,-0.158093
65248005332,0.595606,-0.213508,-0.157565
65248022778,0.59699,-0.210528,-0.157834
65248044484,0.598055,-0.207662,-0.158609
65248065548,0.599449,-0.20469,-0.157975
65248081284,0.603435,-0.200993,-0.157176
65248104511,0.606897,-0.197587,-0.157164
65248125815,0.608478,-0.194721,-0.157853
65248140761,0.60874,-0.192428,-0.158951
65248155031,0.607861,-0.191131,-0.160358
65248177561,0.607059,-0.19062,-0.161381
65248200777,0.605524,-0.18988,-0.161089
65248215027,0.603398,-0.188458,-0.159739
65248237580,0.600421,-0.187192,-0.157572
65248260755,0.594994,-0.185436,-0.154457
65248275189,0.585434,-0.183136,-0.150332
65248297527,0.57251,-0.179903,-0.146353
65248320757,0.558158,-0.176567,-0.143272
65248335057,0.54597,-0.17302,-0.139662
65248357388,0.537299,-0.168014,-0.13416
65248380655,0.529307,-0.161662,-0.127271
65248394967,0.519337,-0.153815,-0.119991
65248417476,0.506497,-0.144945,-0.111536
65248440705,0.492798,-0.13454,-0.10151
65248455035,0.4798,-0.121551,-0.0891954
65248477612,0.467573,-0.105568,-0.0753015
65248500741,0.454979,-0.0867607,-0.0607326
65248515115,0.44306,-0.0658727,-0.0460156
65248537539,0.433069,-0.0445914,-0.0325648
65248560792,0.425445,-0.0234987,-0.0195633
65248575109,0.419068,-0.000683971,-0.00675967
65248597405,0.411434,0.02495,0.00533147
65248620721,0.402173,0.0523525,0.015784
65248635091,0.392677,0.0788368,0.0236602
65248657487,0.384349,0.102474,0.0290472
65248680633,0.378558,0.124348,0.0326931
65248695010,0.372698,0.147772,0.0367547
65248717577,0.364367,0.172182,0.0417653
65248740764,0.352155,0.195187,0.0430604
65248754979,0.340065,0.214973,0.0391661
65248777607,0.330545,0.234094,0.0336143
65248800699,0.318213,0.255981,0.0265936
65248814956,0.29998,0.277539,0.0157897
65248837383,0.281108,0.293635,-0.000270899
65248860597,0.267876,0.305053,-0.016645
65248874940,0.26085,0.313221,-0.0327402
65248897366,0.255668,0.319028,-0.0490253
65248920568,0.248118,0.324575,-0.0656427
65248934972,0.23673,0.331802,-0.0813746
65248957383,0.221932,0.342754,-0.0960067
65248980618,0.207386,0.356718,-0.108992
65248996375,0.195451,0.37141,-0.121415
65249017409,0.187316,0.387094,-0.133777
65249040828,0.183212,0.405119,-0.143062
65249055139,0.180968,0.424695,-0.14881
65249077596,0.176977,0.44388,-0.153059
65249100589,0.170407,0.462098,-0.156305
65249114892,0.16447,0.475482,-0.160988
65249137582,0.165117,0.489888,-0.164111
65249160823,0.171031,0.508696,-0.160294
65249175106,0.175926,0.526511,-0.153773
65249197496,0.173857,0.540715,-0.151602
65249220582,0.170582,0.550225,-0.150966
65249235014,0.167421,0.557427,-0.153191
65249257608,0.170402,0.566907,-0.150847
65249280000,0.175345,0.580293,-0.145739
65249295044,0.179818,0.593269,-0.140843
65249317491,0.180949,0.605327,-0.136319
65249339949,0.178821,0.620029,-0.130535
65249356021,0.181837,0.637049,-0.124873
65249377418,0.188543,0.657806,-0.118818
65249399900,0.193956,0.675663,-0.115351
65249415053,0.198721,0.688318,-0.114007
65249437637,0.200239,0.698691,-0.115402
65249460111,0.197552,0.708218,-0.11969
65249475025,0.193878,0.716844,-0.126957
65249497503,0.192877,0.724916,-0.136087
65249520128,0.198405,0.733317,-0.143841
65249535091,0.210174,0.743641,-0.150241
65249573876,0.224047,0.757223,-0.15815
65249579910,0.236035,0.772603,-0.166937
65249595014,0.240753,0.78888,-0.179359
65249618844,0.241643,0.80544,-0.193093
65249639875,0.242396,0.822519,-0.205785
65249654886,0.243832,0.840362,-0.217004
65249677490,0.249307,0.861579,-0.226684
65249699926,0.258924,0.887998,-0.231593
65249717829,0.267004,0.920965,-0.234012
65249737447,0.268292,0.954435,-0.238407
65249768958,0.26738,0.986139,-0.243415
65249775062,0.267021,1.01543,-0.250645
65249797500,0.273142,1.04222,-0.259263
65249820115,0.289186,1.06583,-0.266723
65249835116,0.307804,1.08685,-0.273937
65249857557,0.324879,1.10509,-0.279977
65249879944,0.339595,1.12082,-0.28502
65249894993,0.348457,1.13534,-0.291294
65249917587,0.352662,1.15034,-0.298454
65249939902,0.355408,1.16452,-0.305753
65249956357,0.358362,1.17643,-0.312969
65249977451,0.36488,1.18635,-0.317864
65249999938,0.373313,1.19644,-0.31949
65250014934,0.378896,1.20543,-0.319948
65250037423,0.381561,1.21428,-0.318252
65250059911,0.377831,1.22068,-0.318323
65250076342,0.370813,1.2252,-0.320583
65250097397,0.365282,1.22799,-0.322746
65250121491,0.360149,1.22929,-0.325076
65250136340,0.354257,1.22944,-0.326286
65250157570,0.346018,1.22946,-0.327718
65250179997,0.337417,1.22948,-0.329793
65250196341,0.330748,1.22957,-0.332273
65250217609,0.325834,1.22863,-0.334461
65250240169,0.321165,1.22843,-0.336881
65250256404,0.316632,1.22906,-0.33949
65250277523,0.312651,1.23013,-0.34372
65250300054,0.309536,1.22894,-0.350646
65250316472,0.307452,1.22614,-0.358323
65250337528,0.301015,1.22105,-0.371015
65250360114,0.290979,1.2135,-0.388191
65250376478,0.27707,1.2025,-0.410641
65250397581,0.267237,1.18951,-0.431907
65250420110,0.263693,1.17342,-0.449884
65250436353,0.265433,1.15344,-0.464199
65250457576,0.262895,1.12833,-0.480099
65250479957,0.252757,1.09914,-0.49796
65250496405,0.2353,1.06564,-0.518846
65250517619,0.218339,1.02923,-0.541523
65250539913,0.208179,0.987852,-0.564852
65250556362,0.206542,0.942956,-0.586237
65250577372,0.212191,0.896524,-0.604844
65250599928,0.221483,0.848392,-0.621292
65250616361,0.230262,0.798271,-0.637016
65250637439,0.236916,0.746797,-0.652478
65250660111,0.241587,0.695343,-0.665674
65250676451,0.243543,0.643894,-0.677528
65250697464,0.242908,0.590521,-0.690177
65250720078,0.241821,0.535235,-0.704058
65250736443,0.244973,0.479364,-0.718015
65250757675,0.252987,0.423749,-0.730945
65250788284,0.258925,0.366959,-0.74307
65250796354,0.257957,0.309488,-0.756702
65250817617,0.253452,0.252373,-0.771639
65250841398,0.251837,0.195993,-0.786663
65250856427,0.257011,0.139779,-0.799567
65250877455,0.265389,0.0833576,-0.812232
65250899947,0.272266,0.0284448,-0.826086
65250916398,0.276542,-0.0234485,-0.840479
65250937447,0.279937,-0.0720082,-0.854443
65250960093,0.283647,-0.117393,-0.867395
65250976472,0.285281,-0.160762,-0.879815
65250998958,0.285434,-0.2016,-0.892595
65251020671,0.286487,-0.238582,-0.904809
65251036403,0.290316,-0.272028,-0.916036
65251060393,0.296921,-0.299663,-0.927039
65251079986,0.304176,-0.324362,-0.938071
65251096417,0.30837,-0.346763,-0.949279
65251118977,0.311748,-0.367285,-0.961195
65251139965,0.314938,-0.386045,-0.973396
65251156484,0.321127,-0.403246,-0.986386
65251180326,0.330319,-0.417508,-0.998028
65251199971,0.338628,-0.428373,-1.00868
65251216382,0.342732,-0.437071,-1.01942
65251238825,0.34416,-0.444838,-1.03069
65251262837,0.34593,-0.452215,-1.0422
65251277860,0.3516,-0.458524,-1.05312
65251298963,0.360029,-0.463862,-1.06261
65251320161,0.368109,-0.468089,-1.07115
65251350793,0.37292,-0.469616,-1.07821
65251366462,0.374627,-0.468488,-1.08437
65251388284,0.376107,-0.465562,-1.08989
65251396389,0.379242,-0.461533,-1.09372
65251419009,0.384753,-0.456701,-1.09636
65251440016,0.391812,-0.451203,-1.09871
65251456403,0.399311,-0.445641,-1.10248
65251478902,0.405291,-0.440387,-1.10818
65251499948,0.409184,-0.435324,-1.11468
65251516463,0.411834,-0.429703,-1.12071
65251538947,0.414739,-0.424453,-1.12654
65251560081,0.418572,-0.419799,-1.13213
65251576409,0.423104,-0.416113,-1.13801
65251598860,0.427341,-0.41333,-1.1438
65251621551,0.431994,-0.411825,-1.14959
65251643978,0.436061,-0.410592,-1.15439
65251658854,0.439274,-0.409473,-1.15866
65251680015,0.441641,-0.40938,-1.16225
65251696370,0.443052,-0.409991,-1.16519
65251718958,0.444397,-0.411308,-1.1673
65251739960,0.445727,-0.41276,-1.16828
65251756427,0.446765,-0.414144,-1.16854
65251778911,0.447395,-0.415313,-1.16843
65251800709,0.447221,-0.416428,-1.16787
65251817204,0.445745,-0.416989,-1.16681
65251838269,0.444364,-0.417356,-1.16557
65251860827,0.443869,-0.417117,-1.16412
65251877096,0.44441,-0.416755,-1.16254
65251898156,0.44438,-0.416033,-1.1605
65251920818,0.4435,-0.414924,-1.15803
65251937041,0.441736,-0.41313,-1.15516
65251958120,0.439822,-0.411154,-1.15173
65251988789,0.439027,-0.408699,-1.14825
65251995560,0.437437,-0.405681,-1.14386
65252018168,0.434365,-0.401789,-1.13898
65252042036,0.430433,-0.396395,-1.13393
65252055635,0.425717,-0.390342,-1.12815
65252078072,0.422019,-0.382831,-1.122
65252100629,0.419247,-0.373949,-1.11487
65252117185,0.415366,-0.36243,-1.10605
65252138188,0.409665,-0.347792,-1.09584
65252160860,0.403427,-0.330458,-1.08544
65252177157,0.397919,-0.311942,-1.07369
65252198264,0.394941,-0.291465,-1.0603
65252220834,0.393035,-0.267889,-1.04529
65252237180,0.389204,-0.240252,-1.02916
65252258336,0.383318,-0.208781,-1.01244
65252280640,0.378197,-0.174095,-0.995395
65252297074,0.375718,-0.13573,-0.977391
65252319600,0.373041,-0.0934096,-0.958927
65252340608,0.369522,-0.0465199,-0.940224
65252357096,0.36634,0.00578076,-0.921271
65252378112,0.367927,0.061174,-0.901726
65252400710,0.373801,0.118664,-0.880784
65252417144,0.379809,0.178852,-0.859369
65252453858,0.384897,0.242628,-0.836453
65252460828,0.389652,0.307649,-0.811328
65252477123,0.394271,0.369532,-0.784366
65252498304,0.399302,0.426358,-0.758126
65252520858,0.404331,0.479596,-0.733327
65252537177,0.407182,0.530491,-0.709478
65252558138,0.405361,0.57893,-0.686907
65252580703,0.401236,0.62548,-0.667273
65252597081,0.399426,0.670727,-0.64971
65252619564,0.404335,0.715991,-0.631603
65252640780,0.416864,0.761388,-0.612064
65252657194,0.435112,0.80617,-0.588207
65252678106,0.455921,0.850779,-0.559119
65252700645,0.476384,0.894298,-0.525032
65252717071,0.494131,0.934741,-0.490818
65252738100,0.509033,0.971646,-0.45784
65252760803,0.521424,1.00624,-0.426868
65252777143,0.532988,1.03861,-0.397624
65252798373,0.539146,1.06707,-0.376143
65252820791,0.54673,1.09408,-0.357782
65252843329,0.560177,1.11974,-0.339714
65252858324,0.580381,1.14335,-0.319912
65252880641,0.602748,1.16455,-0.299865
65252896419,0.621718,1.18274,-0.281537
65252919574,0.639337,1.19924,-0.26308
65252940635,0.656834,1.2144,-0.243274
65252956503,0.671283,1.22723,-0.222233
65252978135,0.682067,1.23871,-0.200517
65253008188,0.688718,1.24741,-0.180019
