myoTS,x,y,z
1630375873,-0.0625,0.6875,0
1630390860,-0.3125,0.5625,0
1630412216,-0.6875,0.3125,0
1630435924,0.3125,0.3125,-0.3125
1630450915,1.5625,0.3125,-0.4375
1630472287,1.0625,0.6875,-0.125
1630511797,-0.25,0.9375,-0.0625
1630513782,-0.6875,0.1875,0.0625
1630533086,-0.0625,-0.5,-0.0625
1630548104,0.6875,-0.6875,0.1875
1630571700,0.375,-0.5,0.5625
1630593016,-0.25,-0.1875,0.5625
1630629567,-0.5,0.4375,0.5
1630639680,0,0.3125,0.3125
1630652766,0.0625,0.0625,0
1630667776,0.4375,-0.625,0.0625
1630690278,0.75,-0.625,0
1630712891,0.875,-0.4375,0.125
1630727955,-0.5,-0.125,0.25
1630750396,-0.4375,0,0.5625
1630772758,0,-0.1875,0.625
1630787957,-0.1875,-0.25,0.3125
1630810201,-0.8125,-0.875,0.0625
1630833056,-0.875,-1.75,0.375
1630847673,-0.5,-2.25,0.4375
1630870213,0.0625,-1.6875,0.375
1630892668,-0.6875,-1.125,0.125
1630907706,-2.5,-1,0.375
1630930161,-3.75,-1.0625,0.625
1630952672,-2.5625,-1.5625,0.9375
1630967668,-1.0625,-2.125,0.875
1630990256,-1.875,-2.875,1.375
1631012827,-2.9375,-2.875,1.5
1631027921,-4.625,-2.25,1.0625
1631050363,-4.6875,-1.5,1.4375
1631072827,-3.5,-1.1875,2.1875
1631087910,-1.25,-0.4375,1.875
1631110352,-0.375,0.9375,1.125
1631132741,-2.125,2.3125,0.75
1631147740,-3.8125,2.125,1.5625
1631170470,-2.3125,1.125,0.875
1631192695,-1.8125,0.6875,0.25
1631207702,-2.25,0,0.125
1631230252,-1.375,-1.1875,0.25
1631252709,0.6875,-1.1875,-0.5
1631267049,0.0625,-0.1875,-1.1875
1631290187,-2.4375,0.375,-1.0625
1631312723,-3.0625,-0.25,-1
1631326986,0.9375,-0.6875,-1.0625
1631350355,3.6875,-0.6875,-1
1631372917,2.0625,-0.375,-0.125
1631387084,0.125,-0.125,0.1875
1631410385,1.25,-0.75,-0.125
1631432863,0.75,-1.8125,-0.375
1631447206,-0.4375,-2.3125,-0.5
1631470339,-0.25,-2.4375,-0.375
1631492981,-0.1875,-2,-0.5
1631507241,-2.125,-0.4375,-0.4375
1631530264,-2.8125,0.9375,-0.4375
1631552749,-2.1875,2.0625,-1.4375
1631567090,-3.5,2.5625,-1.6875
1631590222,-5.25,2.0625,-1
1631612917,-4.75,0.5625,-0.1875
1631628687,-2.125,-1,0.25
1631651700,-0.75,-1.625,-0.125
1631672890,-1.0625,-1.25,-0.75
1631688459,-1.0625,-0.875,-0.9375
1631711649,1,-0.875,-0.8125
1631732671,3.5,-1,-0.3125
1631748522,3.5625,-0.125,0.0625
1631771674,1.875,0.375,0.6875
1631792694,0.25,0.4375,0.8125
1631808507,-1.125,0.5625,1
1631831650,-1.25,1,0.5625
1631852692,-0.8125,1.25,-0.0625
1631868526,-1,0.9375,-0.625
1631891675,-1.25,0.3125,-0.5
1631912736,-1.625,-0.5625,0
1631928500,-0.6875,-1.25,0.1875
1631951642,-0.25,-1.3125,0.375
1631972711,1.25,-0.75,0.25
1631988460,2.5625,0.0625,0.125
1632011699,1.9375,0.875,0
1632032708,1.1875,1.375,0.25
1632048487,23.75,-0.6875,4.5
1632071645,16.25,1.375,0.625
1632092695,-8.125,-1.1875,-1.375
1632108468,-23.0625,-0.4375,-2.625
1632131634,-0.6875,5.375,1.375
1632152755,4.8125,-0.625,-1.3125
1632168540,2,1.8125,0.1875
1632191019,-0.625,2.1875,-0.3125
1632212724,1.5,0.9375,0.125
1632228479,2.3125,1.0625,-0.1875
1632251008,2.125,0.3125,0.25
1632272749,-0.3125,-0.4375,0.125
1632288486,-2.25,-0.6875,-0.125
1632310984,-1,-0.9375,-0.25
1632332735,-0.6875,-0.1875,-0.5
1632348519,-1.5,0.375,-0.25
1632371000,-1.3125,0.625,0
1632394464,0.125,0.4375,0.125
1632408532,1.75,0,0.25
1632431011,1.6875,-0.625,0.3125
1632454162,0.0625,-0.75,0.625
1632468542,-1.8125,-0.5625,1
1632490988,-1.25,-0.5625,0.8125
1632514174,-0.0625,-0.6875,0.5625
1632528511,-0.5,-0.3125,-0.0625
1632551020,-0.9375,0.1875,-0.5
1632574167,-1.0625,0.6875,-0.375
1632588504,-0.5625,0.25,0
1632611026,0.25,-0.5,0.3125
1632634178,0.625,-0.875,0.25
1632648500,1.5625,-0.9375,0.25
1632671134,1.3125,-0.6875,0.125
1632694460,0.25,0.0625,0.125
1632708550,0.1875,0.125,0.5625
1632731030,1.625,-0.0625,0.4375
1632754167,1.9375,0.0625,0.4375
1632768523,1.125,-0.0625,0.4375
1632799161,0.1875,-0.0625,0.375
1632814227,-0.125,-0.375,0.125
1632828515,-0.375,-0.6875,-0.25
1632851041,-1.0625,-0.8125,-0.6875
1632881662,-1.875,-0.9375,-0.75
1632895225,-2.4375,-1.125,-0.4375
1632910992,-2.4375,-1.0625,-0.125
1632934188,-1.75,-0.9375,-0.0625
1632962761,-0.125,-0.8125,-0.25
1632971014,0.25,-0.8125,-0.375
1632994182,0.6875,-0.6875,-0.4375
1633015258,1.3125,-0.625,-0.375
1633031105,1.375,-0.875,-0.3125
1633054251,1.375,-1.1875,-0.625
1633075317,1.125,-1.75,-0.4375
1633091046,0.375,-1.9375,-0.375
1633113575,-1,-2.125,-0.5
1633135274,-1.9375,-1.875,-0.5625
1633151070,-1.6875,-1.875,-0.375
1633173518,-2,-1.9375,-0.5
1633195262,-2.625,-2.125,-0.5
1633211021,-2.8125,-2.5,-0.6875
1633233496,-3.5625,-2.9375,-0.8125
1633255207,-3.9375,-3.125,-0.5625
1633270989,-3.75,-3.25,-0.375
1633293539,-3.5625,-3.1875,-0.1875
1633316734,-3.8125,-3.1875,0.375
1633331091,-3.9375,-3.5,1
1633354128,-4.75,-3.875,1.75
1633376755,-4.4375,-3.8125,2.1875
1633391122,-3.5625,-3.75,2
1633413592,-2.9375,-3.0625,1.6875
1633436758,-1.1875,-2.125,1.5
1633451143,0.3125,-1.0625,0.5625
1633473664,1.0625,0.4375,-0.1875
1633496800,0.75,1,-0.625
1633511158,0.375,1.4375,-1
1633533547,3.8125,-3,-1.5625
1633556664,9.875,-4.6875,0
1633571068,5.3125,-3.1875,-0.8125
1633593589,0,-2.6875,-0.75
1633616684,-5,-1.875,-1.0625
1633631033,-6.5625,-2.4375,-1.6875
1633653546,3.6875,-3.5,1.5625
1633676758,13.6875,-2.8125,1.8125
1633691028,13.8125,-3.125,1.5625
1633712943,-1.1875,3.5,0.5
1633736816,-25.0625,12.5625,-3.0625
1633758011,-7.375,16.0625,-0.125
1633773703,3.625,1.25,0.375
1633796792,4.125,3.875,1.0625
1633809882,-0.4375,3.375,0.8125
1633832774,3.5625,1.3125,0.5625
1633847061,2.9375,1.0625,-0.8125
1633869572,0.4375,0.375,0.125
1633892778,-1.1875,-0.4375,0.0625
1633907062,-0.0625,-0.9375,0.125
1633929615,-0.1875,-0.5625,-0.0625
1633952789,-1.75,0.5,-0.0625
1633967344,-2.125,1.25,-0.0625
1633989752,-0.5625,1.125,-0.3125
1634012789,0.125,1,-0.375
1634027142,0.0625,0.375,0
1634049768,0.125,-0.3125,0.1875
1634072824,0.875,-0.8125,0.25
1634087206,0.25,-0.75,0.3125
1634109884,-0.5625,-0.125,0.5625
1634133029,-0.375,0.5,0.5
1634147355,0.3125,0.75,0.5625
1634169684,0.5625,0.6875,0.1875
1634192991,0.5,0.5625,0.125
1634207355,-0.1875,0.1875,0.125
1634229765,-0.75,-0.1875,0.0625
1634252940,-0.5625,-0.4375,0.125
1634267212,0.0625,-0.5625,0.5625
1634289789,0.875,-0.3125,0.5
1634312936,0.9375,0.125,0.5
1634327229,1.5,0.3125,0.1875
1634349737,1.5625,0.625,0.0625
1634372841,1.5,0.375,0
1634387189,1.5,0.25,-0.125
1634409598,0.5625,0.5,0.0625
1634432752,-0.1875,0.25,0.0625
1634447118,-0.25,0.6875,0.0625
1634469547,-0.1875,0.5625,-0.0625
1634492998,0.4375,0.5625,-0.25
1634507214,0.1875,0.4375,-0.0625
1634529846,0.5625,0.375,0.4375
1634552928,1.0625,0.5625,-0.0625
1634567320,1.0625,0.5,-0.4375
1634589789,2.1875,0.625,-0.5625
1634612941,3.1875,0.75,0
1634627183,3.25,1.0625,0.1875
1634649790,5.1875,0.75,-0.4375
1634672903,11.4375,0.6875,-1.4375
1634687329,15.8125,2.25,-3.8125
1634709646,17.4375,4.5625,-4.0625
1634732861,18.5,4.375,-4.1875
1634747165,28.8125,2.3125,-4.9375
1634769635,38.3125,3.8125,-8
1634792770,41.8125,8,-9.75
1634807232,45.5,13.625,-10
1634829784,48.1875,17.4375,-7.25
1634852951,54.5625,19.8125,-4.3125
1634867299,59.6875,21.9375,-3
1634889787,50.5,27.3125,-1.1875
1634912908,34,31.6875,-5.4375
1634927315,21.5,30.25,-4.25
1634949847,7.25,24.0625,2.375
1634973065,-0.6875,20.9375,7
1634987322,7.1875,23.5625,5.875
1635009735,13.75,24.5,-0.375
1635032794,2.1875,22,4.5
1635047128,-27.625,21.6875,7.9375
1635069612,-35.1875,17.5,11.6875
1635092778,-32.25,13.3125,13.125
1635107179,-32.25,8.625,15.1875
1635129581,-44.375,9.9375,20.375
1635152765,-50.6875,9.6875,26.5625
1635167093,-48.6875,10.6875,23.25
1635189657,-22.75,10.3125,31.625
1635212169,-2.1875,11.25,40.3125
1635227074,-1.0625,10.8125,44.625
1635249619,-9.6875,8.25,49.375
1635272130,-22.4375,7.25,52.625
1635287140,-34.1875,9.375,56.1875
1635309620,-41.1875,10.5,59.5
1635332176,-39.4375,8.5,65.4375
1635347119,-35.3125,5,71.875
1635369619,-31.875,1.6875,76.125
1635392131,-31.25,1.375,80.625
1635407128,-33.1875,-1,86.75
1635429641,-36.5,-7.3125,93.3125
1635452130,-38.5625,-13.8125,98.3125
1635467074,-41.5625,-19.125,101.875
1635489675,-36.875,-19.75,110.188
1635512153,-27.625,-26.5625,114.875
1635527155,-22,-38.1875,119.5
1635549645,-16.5,-47.3125,125.75
1635572119,-16.5,-52.875,130.375
1635587149,-9.25,-56,130.188
1635609629,2.5625,-63.8125,124.312
1635632146,16.875,-74.625,123.688
1635647157,31.3125,-81.125,125.125
1635671077,36.8125,-84.625,124
1635692158,31.25,-80.125,121.062
1635707191,20.75,-74.0625,117.062
1635729620,8.75,-70.1875,118.875
1635752140,-1.125,-71.4375,113.188
1635767140,12.625,-69.9375,88.875
1635789677,28.25,-65.9375,70.5625
1635812144,28.375,-59.375,63.125
1635827110,20.375,-49.6875,64.375
1635849654,16.3125,-30.75,60.4375
1635872130,40,-8.5625,25.8125
1635887162,57.375,-8.125,11.8125
1635909674,-4.8125,6.0625,21.875
1635932145,-24.125,9,19
1635947125,-29,14.8125,-4
1635977844,-7.0625,26.3125,-24.125
1635992152,21.4375,27.3125,-32.5
1636008571,6.875,26.25,-35.875
1636029647,-6.5,22.4375,-33.75
1636052114,-10.5625,19.25,-39.375
1636068632,5.25,22.5625,-43.875
1636089672,23.4375,30.3125,-47.0625
1636112195,22.25,41.1875,-57.125
1636128547,15.75,53.3125,-64.6875
1636149640,3.5,67.125,-70.5625
1636172141,-6.5,76.875,-78.0625
1636188609,-12.125,81.0625,-85.6875
1636209631,-12,82.875,-96.25
1636240294,-5.5625,82.25,-108.25
1636248628,1.1875,81.5,-118.875
1636269640,-2.75,83.5,-123.312
1636292175,-7.9375,88.9375,-124.625
1636308587,-15.375,90.125,-127
1636329617,-2.8125,85.8125,-132.25
1636352151,12.25,78.0625,-136.375
1636368608,14.375,70.8125,-142
1636389648,5.75,61.375,-145.438
1636412166,-8.875,50.625,-145.812
1636428563,-18.625,38.5,-150.188
1636449646,-18.8125,26.5,-154.812
1636472146,-14.5625,14.75,-155.625
1636488569,-13.1875,3.1875,-157.438
1636509651,-10.0625,-10.8125,-157.375
1636532149,5.0625,-25.8125,-156.688
1636548591,25.375,-36.0625,-155.25
1636569642,37.9375,-39.75,-148.75
1636592187,18.5625,-46.875,-138.875
1636608592,-4.625,-53.5,-128.125
1636629661,0.125,-56.375,-119.312
1636652175,23.5625,-60.25,-113.875
1636668628,39.875,-61.5,-100.5
1636689673,40.375,-54.875,-83.375
1636712171,22.8125,-46.375,-64.875
1636728600,7.75,-41.5,-48.8125
1636749687,19.0625,-35.8125,-38.5625
1636772143,46.125,-27.5625,-23.25
1636788641,49.375,-16.1875,-0.5625
1636809651,33,-4,21.625
1636832161,10.0625,4.75,38.1875
1636848612,4.0625,7.6875,42.9375
1636869652,22.1875,9.5625,45.125
1636892166,27,13.4375,43.375
1636908654,13.9375,18,42.4375
1636931117,-11.375,19.0625,36.9375
1636952185,-22.5,10.625,30.9375
1636968641,-26.5,-0.6875,22.5625
1636991124,-22.125,-13.125,15.125
1637012183,-18.6875,-20.125,3.375
1637028616,-22.9375,-18.375,-8.9375
1637051109,-33.3125,-12.75,-17.625
1637072179,-53.0625,-9.25,-22.6875
1637088609,-63.5625,-4.6875,-19.125
1637111118,-66.75,-0.5,-18.6875
1637132149,-58.125,7.4375,-18.25
1637154678,-45.875,16.125,-17.5
1637171057,-51.1875,23.625,-17.75
1637192155,-68,28.125,-18.8125
1637208568,-81.3125,31.8125,-29.0625
