myoTS,x,y,z
264695579539,-0.125,0.1875,-0.8125
264695594534,0.0625,0.3125,-0.5625
264695615837,-0.4375,0.3125,0
264695639521,-0.3125,0,0.6875
264695655087,0.375,-0.5625,1
264695675854,0.9375,-0.9375,0.8125
264695715138,1.5625,-1.0625,0.5625
264695717280,0.75,-0.875,0.3125
264695737251,0.5,-0.6875,0
264695759573,0.375,-0.625,-0.125
264695777257,0.375,-0.3125,0.1875
264695797334,0.5,-0.375,0.5625
264695833209,-0.375,-0.125,0.8125
264695843492,-0.5625,0.0625,0.5
264695857227,0.375,0.1875,0.5625
264695878168,0.375,0.25,0.0625
264695894605,-0.3125,0.5,0.4375
264695917052,0.1875,0.25,0.3125
264695938315,-0.5625,0,0.3125
264695954677,-1.125,-0.1875,-0.1875
264695977150,-0.25,-0.375,-0.5625
264695998152,0.4375,-0.4375,-0.5
264696014606,0.125,-0.25,-0.625
264696037221,-0.1875,-0.1875,-0.25
264696058190,0.4375,-0.1875,0.1875
264696074676,0.5,-0.0625,0.8125
264696097099,0.3125,-0.0625,1.0625
264696118134,0.125,0.125,1
264696134559,0.4375,0.1875,0.625
264696157039,0.375,0.25,0.625
264696178149,0.5,0.0625,0.4375
264696194586,0,0,0.25
264696217146,0.0625,-0.375,0
264696238162,0.0625,-0.1875,-0.0625
264696254587,0.4375,-0.125,-0.125
264696277082,-0.125,0,-0.3125
264696298157,0.1875,0,-0.375
264696313859,0.0625,0.25,-0.3125
264696336356,0.0625,0.4375,-0.125
264696358985,-0.4375,0.5625,0.1875
264696374013,0.125,0.4375,0.375
264696396339,0.1875,0.5,0.3125
264696419079,0,0.5,0.25
264696434008,0.125,0.5625,0.4375
264696456511,0.1875,0.5625,0.375
264696478876,-0.4375,0.625,0.3125
264696493804,-0.5,0.5625,0.25
264696516380,-0.3125,0.5,0
264696538805,-1.9375,1.1875,-0.5625
264696553989,-4.4375,2,-1.25
264696576335,-3.9375,2.5625,-1.6875
264696598778,-3,2.8125,-1.5625
264696613778,-2.3125,2,-0.8125
264696636258,-2.625,1.1875,0
264696658840,-1.625,0.9375,-0.4375
264696673746,-0.375,1.5,-1.875
264696696347,3.75,0.6875,-2.0625
264696718826,4.5625,0.125,-1.6875
264696733831,2.9375,-0.9375,-1.5
264696756346,0.9375,-1.75,-0.75
264696778848,-0.5,-2.6875,0.3125
264696793837,0.0625,-3.25,1.1875
264696816342,0.4375,-2.6875,1.4375
264696838808,0.125,-1.1875,0.6875
264696855240,-0.75,-0.3125,-0.125
264696876540,-0.5625,-0.1875,-0.375
264696898914,1.5625,-0.3125,0.375
264696915329,-0.375,-0.5625,1.1875
264696936563,-3.6875,-0.6875,1.5
264696959063,-5.75,-0.625,0.9375
264696975379,-5.75,-0.125,0.25
264696996316,-4.6875,0.5,0.125
264697018778,-5.0625,0.9375,0.3125
264697041418,-8.4375,1.5,-0.4375
264697056357,-10.5,1.5,-1.25
264697078819,-7.25,1.25,-0.6875
264697095267,-5,2.125,-0.125
264697116385,-6.625,1.875,-0.3125
264697138804,-7.5,1.875,0.375
264697155253,-8.6875,1.75,0.3125
264697176339,-6,1.5,0.375
264697198821,-4.125,1.625,0.625
264697215247,-7.3125,1.625,1.3125
264697236320,-8.875,1,1.8125
264697258951,-6.25,0,1.6875
264697275301,-4.125,-1,2.125
264697296345,-4.0625,-1.9375,4.25
264697318944,-5.25,-3.0625,5.4375
264697335246,-4.0625,-3.625,7
264697356552,-7.8125,-2.8125,7.125
264697378863,-10.5,-4.0625,4.125
264697394622,-5.8125,-6.25,1.3125
264697417812,-1.125,-6.75,0.625
264697438818,-1.0625,-6.3125,0.875
264697454588,-4.6875,-6.6875,2.6875
264697476440,-6.9375,-7.5,2.6875
264697498790,-5.5625,-7.5625,3.5
264697514567,-1.625,-6.1875,3.5625
264697536323,1.5625,-5.3125,4.5625
264697558806,1.5,-4.5625,5.25
264697574565,-0.125,-3.9375,5.75
264697597871,-0.5625,-4.1875,5.3125
264697618833,-3.1875,-3.75,5.25
264697634647,-4.4375,-3.75,3.6875
264697657844,-2.625,-4.0625,2.4375
264697678788,-1.875,-3.75,1.625
264697694582,-2.875,-2.6875,1.8125
264697717833,-4.5625,-1.5625,1.4375
264697738995,-4.1875,-1,0.9375
264697754678,-1.6875,-0.375,0
264697777860,-1,0.75,-0.125
264697806456,-2.0625,1.5,0.0625
264697814618,-0.625,1.125,0.125
264697837867,0,1.0625,0
264697858823,0.9375,1.625,0
264697874619,2.5,1.625,0.625
264697897783,2.875,1.1875,1.25
264697919025,1.3125,0.375,0.8125
264697934610,1.5,-0.125,0.0625
264697957750,3.25,-0.3125,0.5625
264697978860,4.875,-0.25,0.625
264697994626,5.1875,-0.3125,1.3125
264698017840,4.9375,-0.5625,1.1875
264698038862,3.125,-0.375,0.625
264698054673,2.4375,-0.4375,0.1875
264698077802,3.5,-0.375,0.125
264698098833,4.5625,-1.125,-0.4375
264698114603,4.375,-1.8125,-0.6875
264698137738,3.125,-1.6875,-1
264698158969,2.3125,-1.8125,-1.0625
264698174684,3.625,-1.75,-0.75
264698197829,3.1875,-1.9375,-0.375
264698219078,1.6875,-1.5625,-0.3125
264698234613,2,-1.125,-0.5
264698257759,3.8125,-0.75,-0.375
264698278890,4.375,-0.5625,0.0625
264698294655,3.9375,-0.125,0.0625
264698317786,4.3125,-0.125,0.8125
