myoTS,x,y,z
42138067116,2.3125,-1.8125,-0.1875
42138090813,2.5,-1.5625,0.5625
42138112118,3.875,-0.9375,1.0625
42138127156,4.125,0,0.75
42138150840,5.4375,0,0.4375
42138172222,3.1875,0.8125,1.5625
42138211492,0.25,1.5,2.125
42138213551,0.5,1.4375,0.75
42138225827,2.1875,0.75,-0.1875
42138247891,1.8125,-0.0625,0.375
42138263645,-0.3125,0,1.0625
42138285870,1.4375,0.0625,0.3125
42138329595,4.4375,-0.375,0.125
42138339542,3.625,-0.3125,0.5
42138345983,2.1875,-0.125,0.5
42138367690,2.625,0.3125,0.875
42138383446,3.3125,0.75,0.6875
42138404509,4.5,1.25,0.9375
42138427704,4.1875,1.5625,0.75
42138443422,1.9375,1.1875,-0.0625
42138464573,0.125,0.75,0.125
42138487703,-0.1875,0.75,-0.1875
42138503406,2.3125,0.5,-0.1875
42138524469,2.25,0.5,-0.0625
42138547645,0.375,0.3125,0.5625
42138563407,0,0.0625,0.5625
42138584474,1.1875,-0.4375,0.1875
42138607596,1.75,-0.3125,0.375
42138623401,0.3125,-0.25,0.25
42138645902,-0.4375,0.0625,0.0625
42138667691,0.625,-0.125,-0.375
42138683559,2,-0.4375,-0.3125
42138706009,0.1875,-0.0625,-0.125
42138727769,-2.875,0.25,-0.25
42138743461,-3,-0.125,-0.5
42138766065,-1.4375,-0.25,-0.375
42138787739,0.75,-0.125,0
42138803453,2.1875,0.125,0.375
42138825985,1.25,0.4375,0.5625
42138847657,1.625,0.4375,0.5
42138863399,2.4375,0,0.4375
42138885900,2.25,0,0.375
42138907634,0.4375,0.375,0.625
42138923390,0,0.5,0.375
42138945917,0.875,0.3125,-0.125
42138966986,0.8125,-0.0625,-0.0625
42138983405,0.5,-1,1.25
42139005899,0.75,-1.5,1.3125
42139027073,-2.8125,-1,0.625
42139043540,-0.375,0.75,0.125
42139066005,5.6875,1.4375,0.8125
42139087092,5.875,3.25,0.6875
42139103420,4.4375,2.6875,-0.125
42139126053,1.875,0.375,0.875
42139146991,1.875,-0.375,-0.375
42139163495,-2.5,-0.75,-1.1875
42139185932,-1.875,0,-0.8125
42139206993,3.75,0.4375,-0.125
42139223398,4.8125,0.1875,0.5
42139245908,0.75,-0.125,0.5
42139266963,-1.0625,-0.375,0.625
42139283431,0.5,-0.375,0.75
42139305899,2.375,-0.125,0.375
42139328407,2.125,0.0625,0
42139351557,0,-0.0625,0.6875
42139365881,-0.9375,-0.5,0.4375
42139388529,1.4375,-0.5,0.5625
42139411691,3.4375,-0.1875,0.5
42139425962,3,0.1875,0
42139448513,0.8125,0.4375,-0.125
42139471606,-1.625,0.1875,-0.5
42139485960,-0.25,-0.125,-0.25
42139508520,2.9375,-0.0625,0.25
42139531671,3.3125,0.5625,0.625
42139546051,1.3125,1.125,0.3125
42139568421,-1.1875,0.8125,0.125
42139591552,-1.5,0.4375,-0.3125
42139605934,0.6875,0.1875,0.125
42139628491,3.125,0.4375,0.4375
42139651685,3.8125,0.6875,0.625
42139672728,4.1875,1.1875,0.5
42139688524,2.4375,1.1875,0.1875
42139711679,0.5,1.0625,-0.0625
42139732665,0.9375,1.1875,0.375
42139748522,3.625,1.8125,0.875
42139771654,6,2.5,0.8125
42139792672,5.4375,3.0625,0.6875
42139808442,3.3125,3.375,0.8125
42139831586,3,3,0.625
42139852668,3.875,3.5625,0.875
42139868398,6.75,5.125,1.5
42139891691,13.3125,7.4375,2.8125
42139912765,23,9.9375,4.125
42139928521,33.0625,10.0625,4.5
42139950984,36.75,8.25,3.625
42139972757,27.25,8.5,1.875
42139988555,13.0625,9.9375,0.25
42140011031,8.5,10.875,1.1875
42140032713,11.4375,11.75,1.125
42140048431,16.3125,11.8125,1.25
42140070942,20,11.3125,2.0625
42140094139,23,12,2.625
42140107660,25.9375,13.75,3.8125
42140122082,29.625,15.25,4.875
42140144541,31.375,15.5,4.9375
42140175955,34,15,4.9375
42140182051,33.25,14.3125,4.75
42140204506,32.3125,14.375,5
42140227613,33.875,14.0625,5.0625
42140241957,33.625,12.875,3.125
42140264485,34,11.1875,1.8125
42140287651,32.375,11.3125,1.6875
42140301974,31,13.4375,0.625
42140324633,34.4375,16.375,-0.375
42140347757,42.0625,16.6875,-1.625
42140362097,59.625,15.375,-1.5625
42140384602,80.8125,16.5,-2
42140407765,83.4375,22.3125,-5.375
42140422094,68.6875,27.125,-9.5625
42140444555,52.25,26.625,-12.6875
42140467760,47.5,23.5,-13
42140482044,55.125,22.125,-8.5625
42140504591,68.875,24.75,-7.5
42140527766,79.5,27.1875,-11.125
42140543549,79.5,27.0625,-14.6875
42140564458,73.1875,26.75,-15.9375
42140587621,60,27.3125,-16.5
42140601995,37.125,28.9375,-14.8125
42140624478,11.9375,30.0625,-12.4375
42140647781,-2.875,29.75,-9.6875
42140662111,-4.25,29.1875,-5.0625
42140685999,-0.6875,30.8125,-0.6875
42140707749,0.875,32.875,-1.375
42140722086,11.5625,30.1875,-3.4375
42140744631,22.4375,29.1875,-3.6875
42140767759,20.25,30.0625,-3.375
42140782107,14.0625,31.0625,-0.625
42140806023,10.8125,33.375,4.5
42140827028,9.25,35.25,12.6875
42140842030,13,33.75,19.5625
42140864485,15.625,32.1875,22.1875
42140887789,20.9375,27.4375,26.3125
42140901986,22.875,24.125,33.625
42140924464,26.1875,20,39.9375
42140947757,31.6875,15.375,42.6875
42140962148,36.4375,9.125,40.25
42140984561,36.875,4.8125,35
42141007726,37.25,2.625,30.9375
42141022084,37.5,3.375,26.25
42141044607,31.5625,5.625,19.4375
42141067138,23.375,7.625,13.3125
42141082109,19.875,11.75,9.8125
42141104641,17.25,15.4375,8.6875
42141127108,19,17.125,9.6875
42141142092,19.625,18,11.3125
42141164566,13.25,16.1875,8.9375
42141187143,-3.125,15.5,5.125
42141202176,-21.875,14.25,3.8125
42141224607,-24.3125,9.6875,2.625
42141246945,-11.625,3.375,0.875
42141262015,5.0625,-1.125,-0.0625
42141284565,19.0625,-3.3125,-0.625
42141307007,21.0625,-2.6875,-0.6875
42141322017,12.5625,-0.6875,-0.75
42141344558,2.25,0.4375,-1.625
42141366993,-2,-1.1875,-1.6875
42141381999,-2.9375,-2.5,-0.3125
42141404639,-1.75,-2.1875,-0.0625
42141427192,-1.25,-2.1875,-0.25
42141442166,-0.8125,-1.875,-0.9375
42141464585,-0.125,-1.0625,-1.125
42141487053,1.75,-1,-1.125
42141504964,3.6875,-1.4375,-0.375
42141524623,4.125,-1,0.4375
42141547007,3.5,-0.25,-0.375
42141563478,4.9375,-1.0625,-0.8125
42141584558,7.125,-1,-0.1875
42141607051,5.3125,0.1875,0.4375
42141623506,3.875,1.0625,-0.5
42141644518,1.5625,2.0625,-0.6875
42141667112,0.8125,2.0625,-0.5625
42141682159,1.875,1.625,-0.875
42141704648,3.5625,0.0625,-1.0625
42141727074,2.75,-0.5,-0.25
42141742084,1.0625,-0.5625,-0.1875
42141764612,-0.1875,-1,-1
42141787057,-0.5,-1.0625,-0.8125
42141802018,-0.9375,-0.5625,-0.0625
42141824498,0.875,-0.3125,0.375
42141847073,2.8125,0.1875,-0.1875
42141863434,2.6875,0.8125,-0.375
42141884599,0.8125,1.4375,-0.125
42141907049,0.375,1.0625,0.5
42141923560,1.4375,-0.3125,0.5625
42141944650,2.9375,-0.6875,0.0625
42141975318,1.875,-0.625,0.3125
42141983544,0.625,-0.5,0.875
42142004593,-0.0625,-0.25,1.1875
42142027015,0.0625,0.0625,0.9375
42142043563,0.5,0.0625,0.25
42142064554,2.3125,-0.1875,-0.1875
42142087016,2.75,0.0625,-0.0625
42142103546,1.0625,1.1875,0.125
42142124603,-1.0625,2.1875,-0.25
42142155301,-1.1875,2.0625,-0.375
42142163544,-0.3125,1.3125,-1.125
42142184522,-0.4375,1.0625,-0.9375
42142206988,-0.75,0.4375,-0.5
42142223498,0.3125,0.4375,-0.125
42142244565,0.6875,0.4375,-0.5625
42142267075,0.25,0.375,-0.375
42142283586,0.5,0,0.5625
42142312668,0.3125,-0.625,0.75
42142327145,-0.0625,-0.5,0.375
42142350987,-0.3125,-0.375,0.5
42142364614,-1.875,0.75,0.75
42142395201,-0.9375,0.75,0.25
42142403587,3.5625,-0.125,-1.125
42142424593,7.6875,-0.3125,-2.125
42142447084,8.9375,-0.125,-4.0625
