myot,x,y,z
151571635510,-1.625,-0.875,-1.25,1464789360289
151571657367,0.125,-1,-0.875,1464789360311
151571672189,-0.375,-1,-0.9375,1464789360326
151571695862,-0.125,-0.75,-0.625,1464789360350
151571717215,0.125,-0.8125,-0.1875,1464789360371
151571732238,0.5,-0.5625,0,1464789360386
151571786583,0.5625,-0.625,0.25,1464789360440
151571788637,0.4375,-0.375,0.4375,1464789360442
151571800757,0.6875,-0.375,0.3125,1464789360454
151571818688,0.9375,-0.3125,0.5,1464789360472
151571838729,1,-0.5,0.625,1464789360492
151571853714,1.25,-0.4375,0.5625,1464789360507
151571904534,1.375,-0.4375,0.6875,1464789360558
151571914698,1.5625,-0.4375,0.875,1464789360568
151571920988,1.875,-0.625,1.125,1464789360575
151571935936,1.8125,-0.625,1.25,1464789360590
151571958494,1.6875,-0.5625,1.375,1464789360612
151571979512,1.625,-0.4375,1.375,1464789360633
151571996101,1.375,-0.3125,1.3125,1464789360650
151572018524,1.5,-0.375,1.5625,1464789360672
151572039617,1.625,-0.3125,1.5625,1464789360693
151572055307,1.3125,-0.3125,1.5,1464789360709
151572077804,0.9375,-0.25,1.5625,1464789360731
151572100234,0.9375,0,1.625,1464789360754
151572115193,0.8125,0.125,1.6875,1464789360769
151572137695,0.6875,0.875,1.8125,1464789360791
151572152088,1,1.4375,1.875,1464789360806
151572175307,0.4375,2.6875,2.5,1464789360829
151572197802,-3.9375,2.25,2.625,1464789360852
151572212159,-3.875,2.1875,2.1875,1464789360866
151572235291,-4.75,1.375,1.8125,1464789360889
151572257783,-4.1875,1.1875,1.5,1464789360912
151572280188,-3,0.5625,0.9375,1464789360934
151572295234,-1.875,0.5625,0.8125,1464789360949
151572317740,-2.25,0.4375,1.0625,1464789360971
151572332048,-2.375,0.8125,1.75,1464789360986
151572355240,-3.9375,1.3125,2.125,1464789361009
151572377757,-3.6875,1.5,2.25,1464789361031
151572392098,-3.25,1,2,1464789361046
151572415688,-2.3125,0.9375,2,1464789361069
151572437698,-2.1875,0.8125,2.0625,1464789361091
151572452045,-2.0625,0.8125,1.5,1464789361106
151572475222,-3.0625,1.25,2,1464789361129
151572497732,-4.3125,1.5625,2.4375,1464789361151
151572512083,-2.6875,0.9375,2.25,1464789361166
151572535244,-1.8125,0.4375,1.75,1464789361189
151572559109,-0.6875,-0.125,1.25,1464789361213
151572580248,-1.9375,0.625,1.5,1464789361234
151572595207,-1.125,0.5,1,1464789361249
151572617789,-2.125,0.875,1.1875,1464789361272
151572632018,-0.125,0.875,0.375,1464789361286
151572655223,-0.3125,0.5,-0.875,1464789361309
151572677700,-1.1875,2.4375,-1.875,1464789361331
151572692075,0.75,2.375,-2.6875,1464789361346
151572715229,0.5,1.4375,-3.6875,1464789361369
151572737766,0.0625,0.9375,-4.375,1464789361391
151572752035,1.75,0.875,-3.3125,1464789361406
151572775241,0.5625,1.625,-1.3125,1464789361429
151572797824,1.375,0.625,0.8125,1464789361452
151572812106,2.375,1.4375,1.125,1464789361466
151572835272,1.0625,-1.9375,0.25,1464789361489
151572857779,0.5625,1.0625,2.25,1464789361512
151572880251,1.25,-2,1.4375,1464789361534
151572894588,1.75,-1.3125,0.9375,1464789361548
151572917080,1.375,-3.5625,-0.375,1464789361571
151572932081,1.25,-3.625,-1.5,1464789361586
151572954593,1.75,-4.25,-1.5625,1464789361608
151572985913,1.8125,-4.125,-1.4375,1464789361640
151572992061,1.8125,-4.125,-1.375,1464789361646
151573014608,1.5625,-4.75,-1.1875,1464789361668
151573037034,1.8125,-5.375,-1.75,1464789361691
151573068419,1.1875,-5.5,-1.625,1464789361722
151573074588,0.25,-6.6875,-2.125,1464789361728
151573097093,0.875,-7.3125,-2.125,1464789361751
151573112025,1.1875,-8.5625,-2.3125,1464789361766
151573135263,2,-8.5625,-1.5625,1464789361789
151573157861,3.125,-8.5625,-1,1464789361812
151573180388,1.0625,-7.8125,-2.375,1464789361834
151573195312,-2.25,-6.5,-6.25,1464789361849
151573219288,6.4375,-8.3125,-6.5625,1464789361873
151573232133,10.375,-7.8125,-6.5625,1464789361886
151573254673,8,-7.25,-8.5,1464789361908
151573277808,3.375,-6.5625,-8.1875,1464789361931
151573292145,4.75,-5.125,-6.4375,1464789361946
151573314540,3.875,-4.4375,-5.9375,1464789361968
151573337776,3.125,-3.5625,-5.75,1464789361991
151573352049,4.5625,-3.4375,-4.875,1464789362006
151573382769,3,-3.3125,-3.8125,1464789362036
151573397773,1.375,-2.625,-3.125,1464789362051
151573412061,0.875,-2.125,-2.9375,1464789362066
151573434547,0.5,-2,-3.0625,1464789362088
151573459130,1,-2.0625,-2.8125,1464789362113
151573472053,0.5,-1.75,-3,1464789362126
151573494522,0.5,-1.9375,-2.6875,1464789362148
151573517726,0.25,-1.625,-2.5,1464789362171
151573532031,0.5,-1.3125,-2.125,1464789362186
151573554618,1.3125,-1.0625,-1.875,1464789362208
151573577756,0.3125,-1.125,-1.25,1464789362231
151573593590,0.125,-0.6875,-1.125,1464789362247
151573614561,0.5625,-0.375,-1.125,1464789362268
151573637776,0.5,-0.4375,-0.875,1464789362291
151573653580,0.75,-0.3125,-0.875,1464789362307
151573674643,2.0625,-0.1875,-1,1464789362328
151573697856,2.0625,-0.3125,-0.6875,1464789362351
151573713539,1.4375,-0.25,-0.625,1464789362367
151573734723,1.0625,0.0625,-0.5625,1464789362388
151573757762,0.75,0.375,-0.4375,1464789362411
151573780321,0.625,0.375,-0.25,1464789362434
151573794661,1.0625,0.5,-0.0625,1464789362448
151573817815,1.125,0.5,0.0625,1464789362471
151573833591,0.3125,0.5,0.375,1464789362487
151573854656,1.125,0.75,0.625,1464789362508
151573877761,0.25,0.875,1.0625,1464789362531
151573893485,-0.6875,1.125,1.4375,1464789362547
151573914611,-0.3125,1.375,2.0625,1464789362568
151573939182,-0.875,1.3125,2.625,1464789362593
151573953631,-0.6875,1.5625,3.0625,1464789362607
151573974599,-0.3125,1.5625,3.625,1464789362628
151573997737,-1,1.8125,4.1875,1464789362651
151574013486,-1.3125,2.375,4.3125,1464789362667
151574034659,-1.75,2.5,4.0625,1464789362688
151574057850,-1.125,1.9375,3.8125,1464789362712
151574089909,0.4375,1.625,3.125,1464789362744
151574094617,1.1875,1.625,2.5,1464789362748
151574117123,0.75,1.5625,2.3125,1464789362771
151574141050,0.5,1.625,2.25,1464789362795
151574157527,-0.4375,1.5625,1.75,1464789362811
151574177115,-0.0625,1.25,1.625,1464789362831
151574193542,0.25,0.875,1.625,1464789362847
151574214584,0.8125,0.6875,1.625,1464789362868
151574237120,0.875,0.625,1.5,1464789362891
151574254147,0.125,0.4375,1.1875,1464789362908
151574274624,0.25,0.3125,0.9375,1464789362928
151574298565,0.75,0.0625,0.8125,1464789362952
151574313585,0.8125,0,0.625,1464789362967
151574337540,0.9375,0,0.375,1464789362991
151574357108,0.875,-0.125,0.375,1464789363011
151574398035,0.875,-0.1875,0.5,1464789363052
151574402795,0.6875,-0.125,0.5625,1464789363056
151574417169,0.75,-0.125,0.625,1464789363071
151574433553,0.3125,-0.3125,0.5625,1464789363087
151574454569,0.3125,-0.25,0.6875,1464789363108
151574477089,0.1875,-0.375,0.6875,1464789363131
151574493525,0.1875,-0.4375,0.8125,1464789363147
151574514590,-0.125,-0.3125,1,1464789363168
151574537109,-0.1875,-0.375,1.0625,1464789363191
151574553549,-0.1875,-0.375,1.3125,1464789363207
151574576103,-0.5,-0.4375,1.625,1464789363230
151574597090,-0.4375,-0.375,1.8125,1464789363251
151574613538,0.0625,-0.3125,2.25,1464789363267
151574636112,-0.0625,-0.1875,2.8125,1464789363290
151574657108,1.9375,-0.125,4,1464789363311
151574673528,-1.25,0.5,3.5,1464789363327
151574696024,-1.75,0.4375,3.3125,1464789363350
151574717113,-1.9375,-0.0625,2.625,1464789363371
151574733516,0.5,-0.9375,2.0625,1464789363387
151574756035,0.9375,-0.9375,1.9375,1464789363410
