myoTS,myox,myoy,myoz
1450292881,myox,myoy,myoz
492126103471,-0.189941,0.493652,0.864258
492126118449,-0.194824,0.488281,0.866699
492126142091,-0.193359,0.498047,0.875
492126163432,-0.188477,0.495605,0.868652
492126178443,-0.185059,0.492188,0.869141
492126232819,-0.18457,0.48584,0.865723
492126234915,-0.19043,0.487793,0.873047
492126241098,-0.193359,0.494629,0.868652
492126249888,-0.186523,0.493164,0.873047
492126270546,-0.187012,0.495605,0.870605
492126292791,-0.188965,0.5,0.86377
492126314231,-0.187012,0.496582,0.874023
492126358320,-0.193359,0.500488,0.865723
492126367866,-0.186523,0.48877,0.874512
492126373962,-0.186523,0.490723,0.87207
492126388975,-0.185059,0.496582,0.866699
492126411513,-0.187012,0.487305,0.865723
492126425824,-0.189941,0.495117,0.860352
492126448361,-0.193359,0.503418,0.868652
492126470885,-0.192871,0.496094,0.854004
492126485850,-0.178223,0.478516,0.878906
492126508360,-0.184082,0.49707,0.87793
492126530841,-0.193848,0.504395,0.86084
492126545820,-0.197754,0.491211,0.865234
492126568270,-0.190918,0.47998,0.870117
492126590924,-0.194824,0.487305,0.874023
492126605837,-0.201172,0.493164,0.871582
492126628348,-0.194336,0.492188,0.870605
492126650847,-0.191895,0.495605,0.871094
492126665831,-0.186035,0.493164,0.867188
492126688261,-0.18457,0.487793,0.869141
492126710827,-0.181152,0.480957,0.874023
492126725852,-0.183594,0.490234,0.866211
492126748291,-0.182617,0.487305,0.870605
492126779551,-0.188965,0.496094,0.87207
492126785899,-0.196289,0.494141,0.862305
492126816435,-0.192871,0.487305,0.868652
492126830781,-0.1875,0.48584,0.873535
492126853249,-0.194824,0.484863,0.873535
492126868215,-0.189941,0.490234,0.866699
492126890744,-0.196289,0.495117,0.868652
492126913327,-0.187988,0.48877,0.868164
492126928276,-0.191406,0.486816,0.866211
492126950768,-0.19043,0.491211,0.874023
492126965910,-0.194824,0.487793,0.879395
492126988393,-0.192383,0.494629,0.87207
492127010848,-0.191406,0.489746,0.871094
492127025810,-0.193848,0.490234,0.875488
492127048294,-0.191406,0.492188,0.866211
492127070803,-0.187988,0.493164,0.870605
492127085813,-0.183594,0.497559,0.866699
492127108287,-0.187012,0.488281,0.87207
492127130813,-0.187012,0.496094,0.866699
492127145807,-0.187012,0.492188,0.870117
492127168279,-0.187012,0.48877,0.869629
492127190730,-0.179688,0.496094,0.869629
492127213215,-0.185059,0.504395,0.870117
492127228229,-0.189453,0.490234,0.870605
492127250733,-0.185547,0.478027,0.872559
492127265815,-0.187988,0.48584,0.878418
492127289729,-0.180176,0.48291,0.875
492127310876,-0.179688,0.479004,0.858398
492127325733,-0.177246,0.504395,0.850098
492127349808,-0.18457,0.512207,0.862305
492127370885,-0.192383,0.521973,0.865723
492127393369,-0.197754,0.504395,0.868164
492127409779,-0.185547,0.500488,0.861328
492127430796,-0.173828,0.507324,0.868164
492127453344,-0.177734,0.527832,0.85791
492127469724,-0.178711,0.523438,0.857422
492127490766,-0.180176,0.514648,0.845703
492127513370,-0.165039,0.509277,0.852051
492127531212,-0.15625,0.51123,0.859375
492127550846,-0.170898,0.515137,0.87207
492127573328,-0.178223,0.532227,0.879883
492127591195,-0.166992,0.50293,0.893555
492127610864,-0.168457,0.478516,0.911133
492127633252,-0.183105,0.503418,0.897949
492127651178,-0.182617,0.548828,0.88916
492127670793,-0.156738,0.535645,0.902344
492127693333,-0.157227,0.542969,0.902344
492127711274,-0.161133,0.574219,0.872559
492127730806,-0.180664,0.599609,0.850586
492127753342,-0.206543,0.612305,0.825684
492127771298,-0.208008,0.597168,0.797363
492127790837,-0.199707,0.57959,0.771484
492127813330,-0.192383,0.575684,0.766602
492127831219,-0.197754,0.567383,0.774414
492127850924,-0.211426,0.561035,0.778809
492127873350,-0.207031,0.572754,0.773926
