myot,x,y,z
11749894187,-1.375,-6.1875,-1.1875
11749902292,-0.375,-8.5625,-1.5
11749923532,-0.6875,-10.1875,-2.1875
11749947220,-1,-11.3125,-1.9375
11749962237,-4.1875,-11.5625,-2.5
11749983594,-1.6875,-10.625,-2
11750007231,-2.3125,-9.6875,-1.9375
11750037919,-2.0625,-9.1875,-2
11750047105,0.25,-8.5,-1.125
11750067960,-0.75,-7.125,-1.0625
11750082247,-1.5,-6.375,-1.25
11750104277,0.3125,-6.25,-0.625
11750134058,-1.75,-6.125,-0.8125
11750155946,0.4375,-6.125,-0.5
11750168492,-1.125,-5.3125,-0.875
11750186760,1.0625,-4.125,-0.375
11750202362,-0.6875,-3.25,-0.625
11750225590,-2.125,-3.625,-0.5625
11750246787,0.1875,-3.9375,-0.25
11750269250,2.5,-3.1875,0.25
11750284300,-0.75,-1.8125,-0.125
11750306721,-1.625,-1.6875,0
11750321098,2.1875,-1.9375,0.3125
11750344276,2,-1.1875,0.125
11750366719,-1,-0.8125,0.0625
11750381017,0.0625,-0.4375,0.4375
11750403637,-1.125,0.125,0.25
11750426763,-1.5,0.75,0
11750440926,-1.1875,0.5,0.25
11750463563,0.9375,0.375,0.875
11750486760,-0.125,1.1875,0.5
11750501113,-1.625,1.375,0.5
11750523624,0.125,0.6875,0.4375
11750546737,-0.125,-0.3125,0.0625
11750561102,-0.5,-1.6875,-0.1875
11750583513,0.6875,-2.3125,-0.3125
11750608090,0.125,-1.8125,0.0625
11750621119,1.4375,-1.5,-0.1875
11750643678,0.3125,-1.125,-0.125
11750666765,1.125,-0.625,0.125
11750682521,-0.5625,-0.25,-0.0625
11750703482,-0.5,0.0625,-0.0625
11750726786,0.9375,0.1875,0.375
11750742385,-0.25,1,0.125
11750763572,-1.0625,0.9375,0.1875
11750786735,-1.375,0.0625,0.1875
11750802408,0.375,-1,0.0625
11750823566,0.5,-0.875,0
11750846781,-0.1875,-0.75,-0.25
11750869274,-0.625,-0.875,-0.125
11750883676,1.125,-0.4375,0
11750906748,-0.1875,-0.3125,-0.125
11750922407,-0.4375,-0.5,-0.1875
11750951565,0.75,-1.125,0.0625
11750966614,0.75,-1.25,0
11750982388,0.5625,-1.25,0.3125
11751003418,0.625,-0.8125,0.4375
11751026604,1,0,0.625
11751042362,0.9375,0.375,0.6875
11751064856,2.8125,1,1.125
11751088015,0.3125,2.0625,1.25
11751117211,1.1875,2.6875,1.625
11751123375,1.625,3.5,1.625
11751145889,1.375,3.375,1.75
11751162514,1.4375,3.6875,2
11751183420,-0.0625,3.4375,1.8125
11751206105,1.25,2.4375,1.875
11751222469,1.125,1.5625,1.4375
11751243512,0.875,0.375,1.375
11751266110,0.4375,0.125,0.875
11751282484,-0.0625,-0.6875,0.9375
11751303473,0.3125,-1.125,0.75
11751325999,0.5625,-1.8125,0.875
11751342488,2.1875,-1.0625,1
11751363654,0.8125,-0.8125,0.875
11751385942,0.4375,-0.5625,0.75
11751402358,1.8125,-0.5,0.875
11751423434,1.0625,-0.5,0.9375
11751446079,0.375,-0.375,0.875
11751463871,1,-0.1875,0.9375
11751483501,0.375,1.4375,0.9375
11751506126,-0.75,12.375,1.125
11751522459,1.8125,49.375,2.25
11751543619,8.25,46.3125,-1.4375
11751565998,7.625,15.1875,-3.625
11751582517,5.8125,3.5625,-2.6875
11751619782,0.125,-1.25,-2.6875
11751625985,2.8125,-2.75,-3.4375
11751642456,4.5625,-1,-1.875
11751664909,2.875,1,-0.375
11751686049,1.5625,2.125,1.1875
11751702424,0,2.1875,0.75
11751724930,0.375,1.75,0.9375
11751746186,0.25,1.1875,0.625
11751762464,0.4375,0.5,1.1875
11751784881,1.125,0.3125,1.5
11751805942,0,-1.25,0.3125
11751822474,-0.5,-1.875,-0.4375
11751845017,1.75,-1.75,-0.4375
11751865943,2.1875,-1.3125,0.125
11751882424,0.4375,-1.25,0
11751904900,1,-0.8125,0.125
11751925905,0.875,-0.625,0.0625
11751943811,0.125,-1,0.125
11751964840,0.375,-1,0.625
11751986001,0.3125,-0.875,0.375
11752002350,-0.875,-0.8125,0.9375
11752024865,-0.75,-0.125,1.125
11752045873,0.4375,-0.0625,1.0625
11752062356,0,0.6875,1.4375
11752090901,0.5625,1.0625,1.75
11752105894,1,1.1875,2.25
11752122363,0.9375,1,3
11752144873,0.1875,0.375,2.6875
11752165921,-1.4375,-2.0625,2.625
11752182393,-2.0625,-5.3125,2
11752204900,-2.6875,-9,1.5
11752226130,-2.5625,-11.75,1.125
11752249955,-3.0625,-13.375,0.6875
11752289424,-2.5,-14.125,0.625
11752294321,-3.125,-14.4375,0.25
11752302399,-2.5,-13.5625,0.375
11752324995,-0.75,-11.1875,0.375
11752346199,-1.375,-8.8125,0.1875
11752362459,0.5,-6.875,0.25
11752384968,0.9375,-5.25,0.0625
11752405992,1.0625,-4.125,0
11752422415,1.375,-3.625,0.125
11752445071,1.5625,-2.5625,-0.0625
11752465955,1.25,-1.6875,0.1875
11752482339,0.125,-0.75,0.1875
11752504943,0.9375,-0.375,0.5
11752525944,0.5,0.4375,0.6875
11752542415,1.0625,1.0625,0.8125
11752566342,1.0625,1.9375,0.75
11752587365,1.9375,2.625,1.3125
11752602366,1.125,4,1.375
11752624920,0.5625,4.8125,1.1875
11752647477,1.3125,6.125,1.625
11752662411,4.8125,6.5,2.125
11752684911,2.0625,7.5,2.1875
11752707511,1.1875,7.8125,2.25
11752721830,3.125,8.875,2.75
11752744320,4.0625,9.875,2.6875
11752781460,3.0625,11.0625,2.625
11752792094,2.75,12.4375,2.75
11752804146,3.5,13.875,2.8125
11752826804,3.375,22.75,2.25
11752849339,5.125,40.1875,3
11752864185,4.375,24,0.125
11752886802,0.75,19,-0.9375
11752909127,-0.5,18.3125,-3.5625
11752924136,0.25,14.3125,-2.9375
11752946810,-1.625,14.0625,-0.3125
11752963108,3.0625,16.8125,1
11752984151,8.6875,20.3125,2.375
11753006812,11.5625,24,3.6875
11753029388,13.5625,26.0625,5.1875
11753044264,13.4375,27.125,6.3125
11753066828,12.3125,27.5625,7.3125
11753089181,15.375,26.875,8.6875
11753104149,11.5625,27.4375,9.9375
11753126651,2.5,27,10.9375
11753149124,3.1875,24.375,10.5
11753164095,4.8125,18.75,9.875
11753186627,-2.9375,13.25,6.9375
11753209068,-5.9375,6.375,5.875
11753224104,-4.5,-0.1875,4.9375
11753246566,-1.1875,-4.875,4.1875
11753263056,-1.5625,-8.1875,3.3125
11753284121,0.1875,-4.3125,3.375
11753306717,1.25,4.1875,2.5
11753323122,8.625,2.8125,4.1875
11753344332,4.75,-3.375,3.625
11753366800,4.0625,-6.0625,4
11753383085,4.25,-6.4375,3.875
11753404134,1.875,-6.4375,4.1875
11753426661,-0.3125,-6,4.5
11753443097,2.3125,-5.75,5.5
11753464320,-2.9375,-5,5.0625
11753486681,-0.9375,-5.6875,5.5
11753502384,-0.0625,-5.75,4.9375
11753524344,0.875,-5.8125,6.0625
11753546829,2.625,-8.5,5.9375
11753562443,4.5625,-6.6875,4.875
11753584291,-0.125,-5.3125,4.375
11753606713,-1.125,-3.6875,4.25
11753622372,3.75,-3.1875,4
11753644109,1.9375,-2,3.5
11753666607,-1.375,-1.625,3.125
11753682428,-1.375,-1.375,3.25
11753705563,-0.8125,-1.4375,3.1875
11753726607,0.5,-1.5625,3.25
11753742470,-0.875,-1.5,3.0625
11753765556,-0.0625,-1.1875,3.0625
11753786666,-0.3125,-1,2.4375
11753802563,-1.375,-0.8125,2.625
11753825669,-0.3125,-0.4375,2.9375
11753846684,-0.4375,-0.4375,2.5
11753862484,1.125,-0.25,2.875
11753885682,-1.8125,0.9375,2.4375
11753906700,-3.75,1.1875,1.9375
11753922485,1.3125,1.3125,2.1875
11753945610,-1,0.5625,1.5625
11753966701,-0.8125,-0.5,1.5
