myot,x,y,z
152170328996,0.625,-0.5,1.875,1464789958959
152170350058,-2,-0.4375,1.125,1464789958980
152170366482,-1.1875,-0.875,0.4375,1464789958996
152170388985,0.1875,-1,0.375,1464789959019
152170409993,-0.5,-1,-0.125,1464789959040
152170426528,-0.1875,-0.9375,-0.25,1464789959056
152170448962,0.0625,-1,0.0625,1464789959079
152170469987,-0.1875,-0.8125,0.125,1464789959100
152170486473,-0.1875,-0.875,0.3125,1464789959116
152170509004,0,-0.8125,0.3125,1464789959139
152170530035,0.125,-0.875,0.5,1464789959160
152170546442,0.25,-1,0.75,1464789959176
152170568960,-0.4375,-0.9375,0.6875,1464789959199
152170590033,0.5,-0.75,0.9375,1464789959220
152170605745,0.125,-0.625,1.0625,1464789959235
152170628213,0.5,-0.6875,1.375,1464789959258
152170650678,-0.0625,-0.5625,1.1875,1464789959280
152170665638,-0.3125,-0.5625,1.1875,1464789959295
152170688184,0.1875,-0.75,1.1875,1464789959318
152170710768,0.5,-0.75,1.25,1464789959340
152170725732,0.4375,-0.625,1.375,1464789959355
152170748152,0,-0.5625,1.1875,1464789959378
152170770750,0.4375,-0.3125,1.25,1464789959400
152170787112,0.5,-0.4375,1.375,1464789959417
152170808169,0.625,-0.5,1.375,1464789959438
152170830725,-0.1875,-0.4375,1.1875,1464789959460
152170847117,0.125,-0.375,0.9375,1464789959477
152170868229,0.4375,-0.5,0.875,1464789959498
152170890675,0.0625,-0.4375,0.5625,1464789959520
152170907196,-0.3125,-0.375,0.3125,1464789959537
152170928202,0.1875,-0.5625,0.25,1464789959558
152170952151,0.4375,-0.5625,0.3125,1464789959582
152170967132,0.3125,-0.5,0.375,1464789959597
152170988184,0.3125,-0.5,0.625,1464789959618
152171010673,0.6875,-0.5,0.8125,1464789959640
152171027099,0.625,-0.4375,0.875,1464789959657
152171048199,0.5625,-0.4375,0.875,1464789959678
152171070619,0.5,-0.5625,0.75,1464789959700
152171087114,0.5,-0.6875,0.8125,1464789959717
152171108185,0.5625,-0.75,0.625,1464789959738
152171130721,0.5,-0.6875,0.6875,1464789959760
152171147110,0.75,-0.75,0.6875,1464789959777
152171168153,0.4375,-0.625,0.625,1464789959798
152171190647,0.4375,-0.6875,0.5625,1464789959820
152171207092,0.625,-0.5,0.5625,1464789959837
152171229674,0.5625,-0.3125,0.5,1464789959859
152171250718,-0.1875,-0.3125,0.3125,1464789959880
152171267143,0.3125,-0.3125,0.25,1464789959897
152171288168,0.125,-0.375,0.3125,1464789959918
152171310865,0.25,-0.3125,0.3125,1464789959940
152171327169,0.3125,-0.3125,0.375,1464789959957
152171348182,0.3125,-0.25,0.4375,1464789959978
152171370729,0.5,-0.1875,0.375,1464789960000
152171387151,0.5,-0.125,0.4375,1464789960017
152171408138,0.125,0,0.4375,1464789960038
152171430763,0.25,-0.0625,0.25,1464789960060
152171447153,0.1875,-0.125,0.25,1464789960077
152171468236,0.5,-0.125,0.3125,1464789960098
152171490711,0.375,-0.0625,0.4375,1464789960120
152171507168,0.5,0,0.5,1464789960137
152171535803,0.5625,0,0.5625,1464789960165
152171550768,0.5,0,0.75,1464789960181
152171567109,0.3125,-0.0625,0.75,1464789960197
152171588272,0.625,-0.1875,0.8125,1464789960218
152171610700,0.6875,-0.125,0.875,1464789960241
152171627119,0.8125,-0.125,1,1464789960257
152171648144,0.8125,-0.1875,1.0625,1464789960278
152171670658,0.5625,-0.1875,1,1464789960300
152171686433,0.4375,-0.25,0.75,1464789960316
152171708166,0.125,-0.25,0.5,1464789960338
152171730646,0.4375,-0.375,0.375,1464789960360
152171746503,0,-0.375,0.3125,1464789960376
152171769640,0.1875,-0.375,0.3125,1464789960399
152171790702,0.0625,-0.3125,0.125,1464789960420
152171806586,0.375,-0.375,0.0625,1464789960436
152171829670,0.625,-0.5625,0.25,1464789960459
152171850725,0.625,-0.5625,0.375,1464789960480
152171866432,0.5625,-0.5625,0.5,1464789960496
152171889842,0.5625,-0.5,0.625,1464789960520
152171910814,0.6875,-0.5,0.6875,1464789960540
152171926478,0.25,-0.4375,0.6875,1464789960556
152171949705,0.5,-0.3125,0.75,1464789960579
152171970714,0.5,-0.3125,0.75,1464789960601
152171986518,0.5,-0.4375,0.6875,1464789960616
152172009631,0.5,-0.4375,0.75,1464789960639
152172032203,0.3125,-0.4375,0.6875,1464789960662
152172046500,0.1875,-0.375,0.5,1464789960676
152172069642,0.1875,-0.4375,0.3125,1464789960699
152172090797,0,-0.375,0.3125,1464789960720
152172106578,0.25,-0.5625,0.375,1464789960736
152172129654,0.375,-0.4375,0.5,1464789960759
152172150738,0.125,-0.3125,0.5625,1464789960780
152172166486,0.3125,-0.3125,0.6875,1464789960796
152172189634,0.4375,-0.3125,0.875,1464789960819
152172210825,0.375,-0.375,0.875,1464789960841
152172226519,0.5625,-0.25,0.8125,1464789960856
152172249673,0.25,-0.25,0.75,1464789960879
152172270750,0.625,-0.3125,0.875,1464789960900
152172286477,0.8125,-0.25,0.9375,1464789960916
152172309642,0.6875,-0.25,1.125,1464789960939
152172330659,1.0625,0.375,1.375,1464789960960
152172346468,2.875,2.125,2.1875,1464789960976
152172369638,2.125,2.8125,2.125,1464789960999
152172390762,0.5,1.5625,2.125,1464789961020
152172406495,0.0625,2.75,2.625,1464789961036
152172429664,-2.6875,2.6875,2.3125,1464789961059
152172450716,-3.75,2.375,2.875,1464789961080
152172466523,-2.6875,1.3125,2.3125,1464789961096
152172489730,-0.8125,0.0625,1.5,1464789961119
152172510777,0.125,-0.625,0.875,1464789961140
152172526460,-0.1875,-0.75,0.0625,1464789961156
152172549736,-0.1875,-1.0625,-0.3125,1464789961179
152172570734,0.125,-1.1875,-0.5625,1464789961200
152172586524,0.5625,-1.4375,-0.4375,1464789961216
152172608992,0.6875,-1.5,-0.625,1464789961239
152172630736,0.9375,-1.5625,-0.6875,1464789961260
152172646489,0.5,-1.8125,-0.75,1464789961276
152172669076,0.8125,-2.0625,-0.6875,1464789961299
152172692204,1.375,-1.5625,-0.375,1464789961322
152172706541,1.3125,-1.0625,-0.1875,1464789961336
152172728975,1.6875,-1.125,0,1464789961359
152172752159,1.1875,-0.875,0,1464789961382
152172766469,0.8125,-0.875,0,1464789961396
152172789036,0.5,-0.875,-0.0625,1464789961419
152172812222,0.5,-1,-0.125,1464789961442
152172826534,0.375,-1.0625,-0.1875,1464789961456
152172849056,-0.125,-1.25,-0.3125,1464789961479
152172872311,-0.1875,-1.25,-0.4375,1464789961502
152172886579,-0.0625,-1.875,-0.6875,1464789961516
152172909059,-1.5,-1.375,-0.6875,1464789961539
152172932175,-1.25,-1.9375,-0.875,1464789961562
152172946581,-1.1875,-2,-0.9375,1464789961576
152172969045,-1.6875,-2.3125,-1.0625,1464789961599
152172992183,-1,-2.25,-1.125,1464789961622
152173006463,-0.125,-2.3125,-0.9375,1464789961636
152173029002,0.5625,-2.125,-0.25,1464789961659
152173052202,0.5,-1.75,-0.1875,1464789961682
152173066583,-0.0625,-1.625,0.5625,1464789961696
152173089028,0.5,-1.3125,0.5625,1464789961719
152173112184,0.6875,-0.8125,0.875,1464789961742
152173126463,1.25,-0.125,1.25,1464789961756
152173148957,1.4375,0.25,1.375,1464789961778
152173172170,1.5625,0.375,1.4375,1464789961802
152173193243,2.6875,1.75,2,1464789961823
152173209076,2.5,4.375,3.0625,1464789961839
152173232207,-2.125,3.25,2.25,1464789961862
152173253271,-1.375,2,2.75,1464789961883
152173269038,-1.9375,1.875,2.9375,1464789961899
152173292199,-0.8125,1.125,2.5,1464789961922
152173313237,-0.4375,0.9375,2.5,1464789961943
152173329014,0.0625,1.0625,2.375,1464789961959
152173352267,-0.375,0.9375,2.1875,1464789961982
152173373292,0.0625,0.375,1.75,1464789962003
152173389044,0.4375,-0.125,1.1875,1464789962019
152173412236,0.75,-0.375,0.875,1464789962042
152173433302,0.875,-0.5625,0.5,1464789962063
152173449058,1.0625,-0.75,0.5,1464789962079
152173472267,1,-1,0.125,1464789962102
152173493336,1.5625,-1.4375,-0.1875,1464789962123
152173509057,1.5,-1.1875,-0.25,1464789962139
152173538196,1.5625,-1.3125,-0.375,1464789962168
152173553219,1.5,-1.5,-0.6875,1464789962183
152173569036,1.5625,-1.5625,-0.8125,1464789962199
152173591509,1.5,-1.6875,-0.9375,1464789962221
152173613206,1.4375,-2.0625,-1.125,1464789962243
152173629048,1.875,-2.4375,-1.5,1464789962259
152173651508,0.9375,-2.4375,-1.5625,1464789962281
152173674657,0.5,-2.5,-1.9375,1464789962304
152173689138,1.3125,-2.375,-1.625,1464789962319
152173711603,1.0625,-2.375,-1.25,1464789962341
152173734764,0.9375,-2.5,-1,1464789962364
152173749041,0.8125,-1.75,-0.625,1464789962379
152173771540,0.5625,-1.4375,-0.4375,1464789962401
152173794759,0.1875,-1,0,1464789962424
152173809059,-2.0625,-0.6875,-0.4375,1464789962439
152173831592,-2.0625,-0.4375,-0.5625,1464789962461
152173854753,-1.8125,0.25,-0.25,1464789962484
152173869036,-4.1875,0.5625,-0.8125,1464789962499
152173891555,-6.6875,0.8125,-1.8125,1464789962521
152173914733,-4.75,0.0625,-2.0625,1464789962544
152173929026,-5.3125,0.1875,-2.9375,1464789962559
152173951600,-5.4375,0.125,-3.3125,1464789962581
152173974814,-3.5625,-0.375,-3.3125,1464789962604
152173989071,-1.75,-0.4375,-3.125,1464789962619
152174011538,-1.125,-0.5625,-2.4375,1464789962641
152174034728,-1,-0.1875,-2.125,1464789962664
152174049005,-2.0625,0.5625,0.375,1464789962679
152174071518,0.5,0.3125,-0.6875,1464789962701
152174094769,-0.125,0.625,-0.1875,1464789962724
152174109118,0.1875,0.875,0.25,1464789962739
152174131537,0.1875,1.1875,0.375,1464789962761
152174154830,0.625,1.1875,0.5,1464789962784
152174175882,0.625,1.1875,0.625,1464789962806
152174191550,0.875,1.25,0.8125,1464789962821
152174214781,1,1.375,0.8125,1464789962844
152174235833,1.0625,1.3125,1,1464789962866
152174250742,1.0625,1.375,1.0625,1464789962880
152174265154,1.4375,1.4375,1.1875,1464789962895
152174287644,0.4375,1.4375,0.5625,1464789962917
152174310812,0.25,1.375,0.375,1464789962940
152174325070,0.875,1.3125,0.1875,1464789962955
152174347657,0.5,1.1875,-0.0625,1464789962977
152174370852,0.5,1.1875,-0.25,1464789963000
152174385152,0.8125,1.1875,-0.3125,1464789963015
152174407726,1,1.25,0.0625,1464789963037
152174430805,0.75,1.3125,0.1875,1464789963060
152174445156,0.6875,1.375,0.25,1464789963075
152174467625,0.875,1.25,0.4375,1464789963097
152174490744,1.125,1.25,0.5625,1464789963120
152174505125,1,1.3125,0.6875,1464789963135
152174527634,1.375,1.25,0.8125,1464789963157
152174550857,1.625,1.3125,1.1875,1464789963181
152174565151,1.625,1.3125,1.4375,1464789963195
152174587661,1.4375,1.3125,1.6875,1464789963217
152174610837,2.1875,1.0625,1.75,1464789963241
152174625111,2.1875,1.125,1.625,1464789963255
152174647570,1.5,1,1.5,1464789963277
152174670762,2,1.1875,1.5,1464789963300
152174685174,1.625,1.0625,1.125,1464789963315
152174707682,1.6875,1.5,1.125,1464789963337
152174730727,2.6875,1.8125,1.0625,1464789963360
152174745231,2.3125,1.5625,1.1875,1464789963375
152174767603,3.625,4.5625,2.0625,1464789963397
152174790863,1.1875,4.5625,1.5625,1464789963420
152174805134,-0.875,3.3125,1.5625,1464789963435
152174827660,-4.5,5.625,2.1875,1464789963457
152174850810,-6.1875,3.9375,2.3125,1464789963480
152174865178,-2.625,2.3125,1.4375,1464789963495
152174887656,-3.5625,2.1875,1.125,1464789963517
152174910814,-3.0625,2.6875,1.25,1464789963540
152174925121,-1.875,2.125,0.8125,1464789963555
152174947639,-1.25,1.6875,0.5625,1464789963577
152174970861,-0.8125,1.4375,0.5,1464789963600
152174985180,-0.5625,1.125,0.6875,1464789963615
152175007687,-1.0625,1.125,0.875,1464789963637
152175030827,-0.875,1.1875,0.875,1464789963660
152175045128,-0.75,1.375,1.1875,1464789963675
152175067707,-0.875,1.125,1.125,1464789963697
152175090810,-0.625,0.8125,0.8125,1464789963720
152175105131,-0.4375,0.3125,0.375,1464789963735
152175127614,-0.4375,0,0.1875,1464789963757
152175150112,-0.4375,-0.125,0.0625,1464789963780
152175165122,-0.125,-0.25,-0.125,1464789963795
152175187635,-0.125,-0.4375,-0.3125,1464789963817
152175210866,0.1875,-0.6875,-0.5,1464789963840
152175225184,0.1875,-1,-0.5,1464789963855
152175247585,0.5625,-1.1875,-0.6875,1464789963877
152175270854,0.8125,-1.625,-0.9375,1464789963901
152175285130,0.125,-1.9375,-1.625,1464789963915
152175307580,-3.125,-2,-3.625,1464789963937
152175330779,-5.125,-1.625,-5.375,1464789963960
152175345117,-2.5,-2.375,-5.8125,1464789963975
152175367662,-0.3125,-2.9375,-5.625,1464789963997
152175390875,0.6875,-3.375,-4.25,1464789964020
152175405204,0.3125,-3.5,-3.75,1464789964035
152175427635,0.5,-3.0625,-2.875,1464789964057
152175450809,0.4375,-2.5625,-2.0625,1464789964080
152175465174,1.125,-2.25,-1,1464789964095
152175487634,1.9375,-0.875,0.0625,1464789964117
152175510811,0.9375,-0.5625,0.625,1464789964140
152175525160,1.3125,0.5,1.5,1464789964155
152175547578,1.125,1.0625,1.75,1464789964177
152175570046,1.3125,0.4375,1.8125,1464789964200
152175585156,1.1875,0,1.9375,1464789964215
152175607656,0.875,-0.4375,2.25,1464789964237
152175630126,-1.125,-0.375,0.625,1464789964260
152175645069,-3.125,-0.125,-1.375,1464789964274
152175667586,-1.5,-1,-1.625,1464789964297
152175690102,-0.125,-1.25,-1.9375,1464789964320
152175705179,0.125,-1.3125,-1.875,1464789964335
152175727640,0,-1.25,-1.8125,1464789964357
152175750224,0.75,-1.0625,-1.25,1464789964380
152175765177,0.8125,-0.875,-0.6875,1464789964395
152175787578,0.875,-0.375,-0.0625,1464789964417
152175810165,0.75,-0.3125,0.375,1464789964440
152175825163,0.625,-0.0625,0.9375,1464789964455
152175847623,0.875,0.0625,1.125,1464789964477
152175870167,0.9375,0.125,1.1875,1464789964500
152175885136,0.875,0.0625,1.4375,1464789964515
152175907712,1.4375,0.1875,1.4375,1464789964537
152175930210,1.625,0.5,1.1875,1464789964560
152175945208,2,-0.0625,1.625,1464789964575
152175967709,1.125,0.0625,1.25,1464789964597
152175990184,-0.5625,0.125,0.5,1464789964620
152176005163,-2.1875,0.125,-0.6875,1464789964635
152176027693,-0.75,-0.375,-0.9375,1464789964657
152176050192,-1.125,-0.6875,-1.5,1464789964680
152176065182,-0.4375,-0.5625,-1.6875,1464789964695
152176087686,-0.25,-0.5625,-1.5625,1464789964717
152176110118,0.3125,-0.4375,-1.125,1464789964740
152176125138,0.75,-0.3125,-0.625,1464789964755
152176147626,0.625,-0.3125,0.125,1464789964777
152176170148,0.625,0.0625,0.8125,1464789964800
152176185136,0.4375,0.125,1.125,1464789964815
152176207586,0.5,0.1875,1.5,1464789964837
152176230102,0.5,0.3125,1.6875,1464789964860
152176245124,0.4375,0.4375,1.75,1464789964875
152176267614,0.375,0.3125,1.6875,1464789964897
152176290119,0.1875,0.1875,1.375,1464789964920
152176305164,-0.125,0.0625,0.875,1464789964935
152176327595,0.1875,-0.125,0.5625,1464789964957
152176350092,0.1875,-0.125,0.3125,1464789964979
152176365093,0.25,-0.25,0.3125,1464789964994
152176387634,0.5,-0.25,0.375,1464789965017
152176410250,0.6875,-0.3125,0.5,1464789965040
152176426566,0.5,-0.3125,0.5,1464789965056
152176447587,0.0625,-0.1875,0.4375,1464789965077
152176470143,0.375,-0.1875,0.4375,1464789965100
152176486614,0.4375,-0.1875,0.375,1464789965116
152176507706,0.5,-0.1875,0.5,1464789965137
152176530227,0.1875,-0.1875,0.25,1464789965160
152176546610,0.5,-0.125,0.1875,1464789965176
152176567676,0.4375,-0.125,0.375,1464789965197
152176590137,0.3125,-0.1875,0.5,1464789965220
152176606559,0.5,-0.125,0.6875,1464789965236
152176630522,0.5,-0.125,0.9375,1464789965260
152176650122,0.625,0.375,1.3125,1464789965279
152176666577,0.375,0.375,1.5,1464789965296
152176687646,0.75,0.75,1.5625,1464789965317
152176710204,2.3125,2.75,2.0625,1464789965340
152176726576,1.375,4.1875,2.375,1464789965356
152176747685,-1.0625,3.875,2.625,1464789965377
152176770108,-2.4375,3.3125,2.75,1464789965400
152176786562,-3.875,2.0625,3.1875,1464789965416
152176807624,-2.25,1.5,3.625,1464789965437
152176830116,-1.5,0.625,2.875,1464789965460
152176846592,-1.8125,0.75,3.25,1464789965476
152176867623,-0.1875,0.5625,2.875,1464789965497
152176890119,0.1875,0.125,1.9375,1464789965520
152176906586,-0.4375,0.25,2.3125,1464789965536
152176935818,0.25,0.125,1.8125,1464789965565
152176950263,0.3125,0.125,1.6875,1464789965580
152176966609,1.0625,0,1.1875,1464789965596
152176987741,0.75,-0.625,0.625,1464789965617
152177010192,1.0625,-0.8125,0.5,1464789965640
152177026717,1.375,-0.3125,0.8125,1464789965656
152177047727,0.9375,-0.375,0.9375,1464789965677
152177070259,0.875,-0.4375,0.9375,1464789965700
152177086625,0.875,-0.625,0.9375,1464789965716
152177107731,1.3125,-1,0.5625,1464789965737
152177130208,0.8125,-1.125,-0.0625,1464789965760
152177146618,0.625,-1.1875,-0.1875,1464789965776
152177167621,0.5,-1.125,0.0625,1464789965797
152177190144,0.75,-1.1875,0.1875,1464789965820
152177206594,0.5,-1.5625,-0.125,1464789965836
152177227607,0.5,-1.6875,-0.5,1464789965857
152177250100,0.5625,-2.0625,-0.6875,1464789965879
152177266592,0.875,-2.1875,-0.6875,1464789965896
152177287589,1,-2.5,-0.9375,1464789965917
152177310129,0.875,-2.875,-1,1464789965940
152177326596,1.25,-3.3125,-1.25,1464789965956
152177349088,1.75,-3.1875,-1.1875,1464789965978
152177370124,2.1875,-3.25,-0.75,1464789966000
152177386671,1.8125,-3.25,0.125,1464789966016
152177409101,1.5625,-3.125,0.625,1464789966039
152177430121,0.9375,-2.9375,0.5625,1464789966060
152177446590,1.875,-3.125,-0.1875,1464789966076
152177469163,1.125,-3.375,-0.75,1464789966099
152177490196,0.9375,-3.1875,-1.375,1464789966120
152177506619,1.0625,-3.125,-1.25,1464789966136
152177535178,0.375,-2.6875,-1.8125,1464789966165
152177553055,0.4375,-2.375,-2.375,1464789966182
152177566634,1.5625,-2.375,-1.8125,1464789966196
152177589110,1.375,-2.3125,-1.4375,1464789966219
152177610190,0.25,-1.875,-0.875,1464789966240
152177626648,0.1875,-1.5,-0.4375,1464789966256
152177649078,0.625,-1.25,0,1464789966279
152177670238,0.625,-1.125,0.3125,1464789966300
152177686597,0.625,-1.1875,0.75,1464789966316
152177709177,0.5625,-1.0625,0.75,1464789966339
152177730141,0.75,-1,0.8125,1464789966360
152177746682,1.0625,-0.9375,1,1464789966376
152177769177,1.5625,-0.4375,1.125,1464789966399
152177790251,2.125,0,1.4375,1464789966420
152177806699,1.1875,-0.25,1.5,1464789966436
152177829105,2.1875,0.75,1.9375,1464789966459
152177858371,1.875,1.25,2.125,1464789966488
152177866591,0.6875,1.3125,2.125,1464789966496
152177888383,0.375,0.0625,1.1875,1464789966518
152177910872,0.3125,-0.6875,0.8125,1464789966540
152177925859,0.25,1,1.3125,1464789966555
152177948335,-2.6875,0.6875,0.375,1464789966578
152177970928,-1.25,-0.125,0.3125,1464789966600
152177985845,-2.25,-0.625,-0.625,1464789966615
152178008365,-1.25,-1,-1,1464789966638
152178030837,-0.0625,-1.3125,-1.1875,1464789966660
152178045929,0.4375,-1.5,-0.9375,1464789966675
152178068383,0.6875,-1.625,-1,1464789966698
152178090883,0.625,-1.5625,-0.6875,1464789966720
152178105881,1,-1.75,-0.6875,1464789966735
152178128377,1.3125,-2.125,-0.875,1464789966758
152178150863,1.375,-2.3125,-0.8125,1464789966780
152178167253,0.8125,-2.4375,-0.9375,1464789966797
152178188316,1.8125,-2.5625,-1,1464789966818
152178210787,1.75,-2.375,-0.875,1464789966840
152178225837,1.3125,-2.375,-0.9375,1464789966855
152178248291,1.0625,-2.1875,-0.9375,1464789966878
152178270872,0.625,-1.9375,-0.9375,1464789966900
152178285869,0.625,-1.75,-0.8125,1464789966915
152178308456,0.8125,-1.3125,-0.625,1464789966938
152178330851,0.4375,-1,-0.25,1464789966960
152178345842,0.9375,-0.6875,0.1875,1464789966975
152178368340,0.6875,0.125,0.375,1464789966998
152178390946,0.3125,0.1875,0.5,1464789967021
152178414829,0.5625,0.25,0.5625,1464789967044
152178428391,0.25,0.25,0.625,1464789967058
152178450853,0.0625,0.0625,0.625,1464789967080
152178467277,0.0625,0,0.5625,1464789967097
152178488407,0.5,0.125,0.5625,1464789967118
152178504200,0.5,0.125,0.5625,1464789967134
152178527298,0.5,-0.0625,0.5625,1464789967157
152178548327,0.5,0,0.5,1464789967178
152178564186,0.5625,-0.0625,0.5,1464789967194
152178587251,0.625,-0.125,0.5,1464789967217
152178608329,0.625,-0.125,0.5,1464789967238
152178624150,0.5,-0.3125,0.4375,1464789967253
152178647354,0.125,-0.25,0.1875,1464789967277
152178668414,-0.375,-0.25,-0.125,1464789967298
152178684205,-1.6875,-0.1875,-0.75,1464789967314
152178707329,-2.0625,-0.3125,-0.9375,1464789967337
152178728398,-1.1875,-0.5625,-0.9375,1464789967358
152178744114,-2.3125,-0.1875,-1.6875,1464789967373
152178767335,-1.625,-0.4375,-1.625,1464789967397
152178788381,-1.3125,-0.5,-1.5625,1464789967418
152178804176,-0.1875,-0.625,-1.4375,1464789967434
152178827328,0,-0.4375,-1.3125,1464789967457
152178848390,0.3125,-0.3125,-1.125,1464789967478
152178864124,0.5,-0.3125,-0.6875,1464789967493
152178887381,0.5625,-0.25,-0.4375,1464789967517
152178908442,0.75,-0.125,-0.4375,1464789967538
152178924209,0.625,-0.0625,-0.4375,1464789967554
152178947360,0.625,-0.125,-0.4375,1464789967577
152178969750,0.125,-0.0625,-0.5625,1464789967599
152178984136,0.375,-0.125,-0.5,1464789967613
152179007300,0.6875,-0.0625,-0.375,1464789967637
152179028316,0.5625,-0.125,-0.3125,1464789967658
152179044112,0.5,0,-0.1875,1464789967673
152179067253,0.25,0,-0.125,1464789967697
152179089792,0.125,0,-0.125,1464789967719
152179104175,0.3125,-0.0625,-0.0625,1464789967733
152179127273,0.125,0,0.0625,1464789967757
152179148299,0.1875,0,0.125,1464789967778
152179164147,0.3125,-0.0625,0.125,1464789967793
152179187382,0.4375,-0.125,0.1875,1464789967817
152179208428,0.25,-0.125,0.125,1464789967838
152179224141,-0.3125,-0.25,0,1464789967853
152179246645,-0.25,-0.3125,-0.25,1464789967876
152179275907,-0.3125,-0.3125,-0.375,1464789967905
152179284164,-0.5,-0.4375,-0.5,1464789967913
152179306681,-0.3125,-0.375,-0.4375,1464789967936
152179335839,-0.25,-0.4375,-0.5625,1464789967965
152179352998,-0.125,-0.5,-0.4375,1464789967982
152179366635,0,-0.375,-0.25,1464789967996
152179389794,0.1875,-0.375,-0.0625,1464789968019
152179404199,0.375,-0.375,0.3125,1464789968033
152179426666,0.3125,-0.375,0.4375,1464789968056
152179449790,0.5,-0.25,0.5625,1464789968079
152179464144,0.5,-0.3125,0.625,1464789968093
152179486639,0.5,-0.4375,0.5625,1464789968116
152179509862,0.5,-0.375,0.5,1464789968139
152179524213,0.5,-0.5,0.625,1464789968153
152179546711,0.625,-0.5,0.4375,1464789968176
152179569825,0.5,-0.625,0.5,1464789968199
152179584140,0.5,-0.5625,0.4375,1464789968213
152179606649,0.5,-0.5625,0.5,1464789968236
152179629873,0.5,-0.5,0.5625,1464789968259
152179644128,0.5625,-0.4375,0.6875,1464789968273
152179666673,0.5625,-0.3125,0.8125,1464789968296
152179689760,0.6875,-0.4375,0.875,1464789968319
