myot,x,y,z
6388344419,38.625,176.5,98.125
6388350418,38.8125,152.812,96.25
6388395465,41.25,125.438,86.25
6388396259,44.6875,89.375,66.875
6388433953,62.75,49.1875,38.6875
6388438751,50.0625,3.75,12.875
6388453649,16.9375,-41.5625,-9.4375
6388477633,6.625,-82.375,-27.6875
6388490536,-46.5,-96.5,-33.4375
6388524766,-135.5,-32.8125,-15.25
6388529419,79.5,-85.8125,-19.9375
6388551781,-78.0625,-128.812,-26.6875
6388584084,181.375,-142.938,-24.375
6388589446,84.3125,-121,-30.1875
6388610502,52.1875,-80.5625,-5.4375
6388642641,-62.125,-73.5,-15.5625
6388649444,-131.25,-64.9375,-5.6875
6388670527,-75,-54.625,-3.5
6388695579,4,-45.1875,-4.125
6388709527,21.375,-42.4375,-5.75
6388730726,-18.375,-40.6875,-3.25
6388754528,-51.5625,-36.5625,-1.5
6388776243,-29.5,-34.875,-3.4375
6388807141,-1,-31.5625,-7.1875
6388822061,7.125,-29.125,-8.6875
6388829493,12.4375,-23.8125,-13.0625
6388858889,18.3125,-21,-10.125
6388873290,32.1875,-22.8125,-5.1875
6388890989,32.8125,-24.6875,0.375
6388910602,19.75,-25.9375,-3
6388941301,1.0625,-27.3125,-1.4375
6388949610,-3.375,-25.25,-3.125
6388978987,-9.875,-22.6875,-4.875
6389003093,-18,-25.0625,-7.8125
6389010973,-26.9375,-31,-11.3125
6389032033,-30.0625,-39.5625,-13.6875
6389061395,-24.875,-52.625,-17.75
6389069482,-23.0625,-65.75,-22.5625
6389092045,-20.25,-75.8125,-27.1875
6389114621,-31.5,-86.9375,-31.25
6389129592,-41.625,-98.9375,-31.8125
6389152090,-34.5,-101.312,-33.875
6389173281,-39.5,-99.9375,-35.75
6389189540,-41.75,-95.75,-39.5
6389212024,-41.1875,-92.3125,-46.5625
6389233235,-37.9375,-95.125,-61.625
6389249546,-34.4375,-99,-63.1875
6389272024,-76.125,-96.6875,-75.8125
6389294548,-92.9375,-92.875,-69.375
6389309458,-91.5,-110.312,-57.5
6389332065,-109.188,-120.688,-54.375
6389355987,-75.6875,-111.625,-41.125
6389385867,-46.9375,-106.375,-47.75
6389392125,-49.8125,-92.5,-32.1875
6389413081,-44.25,-63,-21.375
6389429571,-63.875,-40.75,-3.6875
6389452050,-57.0625,-17.125,22.4375
6389473282,-48.4375,34.9375,18.625
6389489579,-39.25,69.0625,32.625
6389512205,3.9375,107.375,53.25
6389533228,33.75,131.75,57
6389549565,20.5625,155.25,64.6875
6389572111,24.5,176.625,70.3125
6389595239,24.625,193.25,77.5625
6389608805,13.25,207.562,86.3125
6389631369,10.5625,212.375,90.875
6389653730,28.625,204.062,95.5
6389668867,51.375,183.25,92.6875
6389691325,53.625,146.125,83.4375
6389713958,59.6875,104.062,57.4375
6389728874,153.188,22.5,27.6875
6389758966,113.5,-29,-3.25
6389773887,-10.9375,-42.875,12.1875
6389788896,108.875,9.6875,13.625
6389811438,55.5,-5.6875,17.3125
6389833864,0.125,-11.9375,14.875
6389848964,-1.625,1.375,13.375
6389871426,32.875,12,18.4375
6389894008,28.1875,7,18.5625
6389908945,12.8125,5.4375,17.8125
6389931411,8.3125,4.125,17.0625
6389954309,25.1875,2.9375,15.125
6389971645,27.5,3.25,12.875
6389991249,17.0625,2.8125,12.5
6390013906,4.1875,1.625,12.375
6390028947,5.25,1.5,12.3125
6390051403,12.5625,1.6875,11.375
6390073769,10.8125,3.5625,9.3125
6390096426,5.875,4.0625,8.5
6390111342,0.3125,4.0625,6.625
6390133924,-0.125,3.8125,4.75
6390150238,0.6875,2.0625,3.5
6390171260,-2.3125,0.1875,2.75
6390186974,-1.75,-1.625,1.8125
6390210117,0.75,-3,0.875
6390231182,-0.3125,-3,0.0625
6390247019,-0.5625,-4.6875,-1.375
6390270176,2.9375,-4.375,-0.4375
6390291192,2.3125,-4.9375,-0.875
6390306989,5.1875,-2.875,-0.5
6390330146,-0.625,-1.5,-0.125
6390351142,-1.9375,-0.625,0.125
6390375183,0.875,-1,-0.8125
6390390168,-0.375,-1.25,-1.0625
6390411200,-2.8125,-1.8125,-0.875
6390426975,-0.125,-1.875,-1
6390450134,-0.9375,-1.8125,-1.625
6390472731,-4.0625,-0.9375,-2.375
6390487036,-6.0625,-0.4375,-2.5625
6390510174,-8.5625,-0.625,-3.125
6390531168,-6.5625,-0.75,-2.6875
6390547087,-5.1875,-1.5,-2.1875
6390585725,-1.4375,-1.6875,-1.1875
6390594133,0.0625,-2,-0.875
6390608340,0.5625,-1.9375,-0.6875
6390630285,-1.8125,-1.9375,-1
6390651406,-0.875,-1.5625,-1
6390667095,-1.125,-1.625,-1.125
6390691701,0.25,-1.25,-0.6875
6390712798,0.0625,-1.125,-0.5
6390727084,0.4375,-0.9375,-0.4375
6390750271,0.4375,-1,-0.5625
6390771468,-0.8125,-1.1875,-0.6875
6390787110,0.1875,-0.9375,-0.6875
6390817866,-0.25,-1,-0.625
6390831415,0.0625,-0.75,-0.25
6390847078,-0.0625,-0.9375,-0.5
6390870233,0.625,-0.8125,-0.1875
