timestamp,x,y,z,w
41869682715,-0.56366,-0.441345,-0.488953,0.498474
41869706375,-0.563782,-0.441101,-0.488953,0.498535
41869721407,-0.563782,-0.441101,-0.488953,0.498535
41869742688,-0.563904,-0.441284,-0.488708,0.498535
41869766403,-0.563904,-0.441467,-0.488525,0.498535
41869781378,-0.564026,-0.441711,-0.48822,0.498474
41869827107,-0.564148,-0.441833,-0.488098,0.498352
41869829192,-0.564148,-0.441833,-0.488098,0.498352
41869848376,-0.564148,-0.441833,-0.488098,0.498352
41869865016,-0.564148,-0.441833,-0.488098,0.498352
41869885904,-0.564148,-0.441833,-0.488098,0.498352
41869900231,-0.564148,-0.441833,-0.488098,0.498352
41869923905,-0.564148,-0.441833,-0.488098,0.498352
41869962833,-0.564148,-0.441833,-0.488098,0.498352
41869968266,-0.564148,-0.441833,-0.488098,0.498352
41869998919,-0.564148,-0.441833,-0.488098,0.498352
41870005715,-0.564209,-0.441772,-0.488098,0.498291
41870020865,-0.564453,-0.441528,-0.488037,0.498352
41870043288,-0.564636,-0.441345,-0.487854,0.498413
41870073999,-0.564697,-0.441345,-0.487854,0.498413
41870080782,-0.564636,-0.441284,-0.487854,0.498474
41870111635,-0.564636,-0.441284,-0.487915,0.498474
41870125877,-0.564636,-0.441528,-0.487793,0.498352
41870140770,-0.564819,-0.441528,-0.48761,0.498291
41870163329,-0.564941,-0.441711,-0.487366,0.498291
41870193862,-0.565002,-0.441956,-0.487061,0.498291
41870200021,-0.565002,-0.441956,-0.487061,0.498291
41870223184,-0.565002,-0.441956,-0.487061,0.498291
41870245702,-0.564941,-0.442017,-0.487061,0.498291
41870260040,-0.564941,-0.442017,-0.487122,0.49823
41870283208,-0.564941,-0.442017,-0.487061,0.49823
41870306086,-0.565002,-0.442017,-0.487061,0.49823
41870322954,-0.565002,-0.442017,-0.487061,0.49823
41870343219,-0.565002,-0.442017,-0.487061,0.49823
41870365690,-0.565002,-0.441956,-0.487061,0.498291
41870380039,-0.565002,-0.442017,-0.487061,0.49823
41870403177,-0.565002,-0.442017,-0.487061,0.49823
41870433845,-0.565002,-0.442017,-0.487061,0.49823
41870440056,-0.565002,-0.442078,-0.487061,0.498169
41870463187,-0.565002,-0.442078,-0.487061,0.498169
41870485896,-0.565002,-0.442078,-0.487061,0.498169
41870501511,-0.565063,-0.442078,-0.487,0.498108
41870523387,-0.565002,-0.442139,-0.487061,0.498108
41870545918,-0.565002,-0.442139,-0.487061,0.498108
41870560235,-0.565002,-0.442139,-0.487061,0.498108
41870583401,-0.564941,-0.442078,-0.487122,0.498169
41870605711,-0.564941,-0.441956,-0.487183,0.49823
41870620125,-0.564819,-0.441895,-0.487366,0.498291
41870643252,-0.564697,-0.441772,-0.487488,0.498291
41870665791,-0.564575,-0.441772,-0.487549,0.498413
41870680092,-0.564453,-0.44165,-0.48761,0.498657
41870703366,-0.564453,-0.44165,-0.48761,0.498596
41870725854,-0.564453,-0.44165,-0.48761,0.498596
41870740050,-0.564453,-0.441711,-0.48761,0.498596
41870763376,-0.564331,-0.44165,-0.487732,0.498657
41870785925,-0.564148,-0.441589,-0.487854,0.49884
41870808335,-0.564148,-0.441589,-0.487854,0.49884
41870823281,-0.563965,-0.441406,-0.487915,0.499084
41870845920,-0.563843,-0.441284,-0.488037,0.499268
41870860239,-0.56366,-0.441162,-0.488281,0.499329
41870883282,-0.563599,-0.440979,-0.488464,0.49939
41870905920,-0.563477,-0.440857,-0.488586,0.499451
41870920214,-0.563477,-0.440857,-0.488586,0.499451
41870942616,-0.563416,-0.440857,-0.488464,0.499634
41870974068,-0.563232,-0.440979,-0.488464,0.499817
41870988447,-0.563232,-0.440979,-0.488464,0.499817
41871002587,-0.563171,-0.440979,-0.488464,0.499817
41871025239,-0.563171,-0.440979,-0.488525,0.499756
41871040312,-0.563171,-0.440979,-0.488525,0.499756
41871062751,-0.563049,-0.44104,-0.488647,0.499756
41871085224,-0.562927,-0.44104,-0.488831,0.499695
41871100203,-0.562927,-0.44104,-0.488831,0.499695
41871130845,-0.562927,-0.44104,-0.488831,0.499695
41871145065,-0.562927,-0.44104,-0.488831,0.499695
41871162978,-0.562744,-0.441223,-0.488831,0.499756
41871190801,-0.5625,-0.441467,-0.488831,0.499756
41871205202,-0.562317,-0.44165,-0.488953,0.499756
41871223000,-0.562256,-0.44165,-0.489014,0.499756
41871251186,-0.562256,-0.44165,-0.489014,0.499756
41871268023,-0.562256,-0.44165,-0.489014,0.499695
41871282960,-0.562134,-0.441833,-0.489136,0.499634
