myot,x,y,z
42680007430,-0.5,0.0625,-0.5
42680023872,-0.1875,0.125,-0.5625
42680045136,0.25,0.0625,-0.5625
42680068788,-0.5625,-0.1875,-0.4375
42680083816,0.75,-0.5,-0.625
42680105176,0.5625,-0.5625,-0.625
42680128778,0.0625,-0.8125,-0.6875
42680159487,0.6875,-0.875,-0.6875
42680168682,0.5,-0.75,-0.75
42680191077,0.5,-0.4375,-0.6875
42680206673,0.5,-0.25,-0.6875
42680226973,0.625,0,-0.75
42680249377,0.5,0.0625,-0.6875
42680277474,0.3125,0.3125,-0.75
42680293821,0.3125,0.1875,-0.625
42680309599,0.1875,0.125,-0.5
42680322502,0.125,0.125,-0.375
42680345615,0.375,0.5625,-0.3125
42680368160,0,0.8125,-0.25
42680382453,-0.4375,0.875,-0.1875
42680405632,-0.3125,0.9375,-0.25
42680428114,-0.3125,1,-0.125
42680442489,0.1875,0.9375,-0.125
42680465652,0.125,0.875,-0.0625
42680488113,0.375,0.75,0
42680502465,0.125,0.75,0
42680525633,0.375,0.4375,0.125
42680548144,-0.25,0.0625,0.25
42680562510,0.125,0.0625,0.1875
42680585631,0.4375,0.0625,0.375
42680608116,-0.75,0.25,0.3125
42680623909,-0.1875,0.25,0.3125
42680644965,0.3125,0.3125,0.3125
42680668139,-0.125,0.125,0.25
42680682438,0.4375,-0.375,0.375
42680704934,0.5,-0.75,0.25
42680728109,0,-0.875,0.4375
42680742457,0.125,-1,0.3125
42680764993,0.625,-0.875,0.25
42680788162,1.375,-0.6875,0.125
42680802427,0.5,0.4375,0.0625
42680826415,-0.9375,1.1875,0.125
42680848103,-1,1.5,0
42680862503,-0.625,1.5625,0.125
42680884991,-0.4375,1.625,0.25
42680908153,-0.25,1.5625,0.3125
42680923922,0.625,1.5625,0
42680945026,0.5,1.625,-0.1875
42680968119,0.5,1.3125,-0.0625
42680983931,1.8125,1.1875,0.0625
42681004965,3.9375,0.375,0.3125
42681028141,7.625,-0.0625,0.25
42681043881,10.3125,-0.0625,-0.125
42681064945,7.4375,1.375,-0.625
42681088098,3.625,3.3125,-0.6875
42681103875,2.875,5,-1.1875
42681124963,4.875,5.4375,-1.625
42681148118,2.75,5.75,-1.375
42681163874,2.1875,4.5625,-1.4375
42681185000,1.75,3,-1.6875
42681208114,2.0625,1.25,-1.875
42681223927,3.75,0.125,-2.25
42681244971,4.875,-0.5,-2.3125
42681267484,3.0625,-1,-2.3125
42681283958,1.5,-2.6875,-2
42681304998,2.75,-4.9375,-2.0625
42681335651,3.6875,-4.9375,-2.6875
42681343918,1,-4.125,-3.625
42681364946,-3.125,-3.5625,-4
42681387539,-3.4375,-5.125,-4.3125
42681403962,0.9375,-9.5625,-4.6875
42681425025,5.375,-15.9375,-5.875
42681447521,7.3125,-22,-7.4375
42681463912,5,-26.4375,-9.3125
42681485230,-0.3125,-31.125,-11.125
42681507496,-3.0625,-36.6875,-13.8125
42681523912,1.125,-39.0625,-19.75
42681544986,4.25,-38,-23.8125
42681567490,-4.9375,-42.875,-23.9375
42681583907,-8.8125,-52.0625,-29.25
42681604905,-10.6875,-61.9375,-31.75
42681627457,-6.9375,-67.5625,-36.5625
42681643932,-18.25,-28.125,-44
42681664942,-41.6875,-1.3125,-32.5625
42681687450,1.4375,-30.1875,-21.1875
42681703930,33.75,-54.375,-0.375
42681725204,36.9375,-45.75,15.3125
42681747705,44.4375,-25.5625,24.6875
42681765473,32.25,2.6875,27.8125
42681785186,19.0625,32.375,25.3125
42681807709,0.3125,62.125,20.875
42681824123,-16.4375,96.75,19
