myoTS,x,y,z
81845628392,7.625,-3.875,8.3125
81845643429,12,0.4375,8.3125
81845658395,15.6875,3.1875,8.9375
81845680872,16,3.3125,9.125
81845703387,9.5,2.375,9.375
81845718469,3.25,2,8.0625
81845740860,2.4375,3.4375,4.8125
81845763449,5.625,2.9375,2.0625
81845778479,5.1875,1.0625,-0.625
81845800893,1.75,-1.375,-1.9375
81845823431,0.6875,-3,-1.75
81845839658,-0.3125,-2.75,-3
81845860857,-3,-2.8125,-3.125
81845883387,-2,-3.9375,-2.5
81845898398,3.0625,-2.75,-1.6875
81845920879,7.3125,0.25,-0.6875
81845943469,8.8125,3.5625,-1
81845958439,7.125,3.3125,-2.0625
81845980889,3.125,3.8125,-3.25
81846003418,-1.25,4.75,-3.3125
81846018449,-3.5,3.1875,-1.625
81846040912,-2.3125,0.125,-1.3125
81846063478,0.875,-1.875,-0.5625
81846078424,3.5,-3.0625,-0.1875
81846100921,3.9375,-3.4375,0.375
81846123396,0.5625,-2.875,1
81846138426,-2.25,-4.1875,1.125
81846160890,-0.25,-4.3125,0.9375
81846183869,3.25,-2.8125,0.5625
81846198426,5.375,-2.5,0.4375
81846220922,2.9375,-2.5,-1.125
81846243359,-0.25,-2.375,-0.9375
81846258387,-1.1875,-2.25,-0.875
81846288470,0,-1.875,-2
81846303388,0.4375,-1.3125,-2.5625
81846318351,-0.625,-3.0625,-2.5
81846340910,0.5,-3.625,-2.8125
81846363395,2,-3.8125,-2.375
81846378393,1.8125,-3.9375,-2.8125
81846400948,0.3125,-4,-2.25
81846423393,-0.75,-4.25,-1.4375
81846438404,-0.1875,-4,-1.5
81846460909,0.3125,-3.3125,-1.3125
81846483383,-0.9375,-2.4375,-1.8125
81846498400,-1.6875,-3.5625,-1.375
81846520916,-1.25,-3.4375,-0.125
81846543392,0,-2.5,0.625
81846558384,-0.375,-2.25,1.5625
81846580908,-0.1875,-3.3125,2.3125
81846603403,1.5625,-3.3125,2.875
81846618391,3.3125,-2.75,2.875
81846640964,3,-2.8125,2.5
81846663435,0.5625,-2.9375,1.9375
81846678381,0.3125,-2.8125,1.6875
81846700967,1.1875,-3,0.8125
81846723423,3,-3.5,0.25
81846738474,3.125,-2.9375,-0.0625
81846775884,1.125,-3.25,-0.4375
81846783424,-0.125,-3.9375,-0.6875
81846798418,0.0625,-4.9375,-0.6875
81846820885,-0.125,-5.4375,0
81846843447,0.5625,-4.8125,0.5
81846858414,0.6875,-5,0.875
81846888424,1.1875,-6.125,0.8125
81846903428,3.125,-7.375,1.5
81846918437,4.5,-8.125,0.9375
81846940888,4.4375,-8.75,1
81846963444,3.4375,-11.125,0.5
81846978412,5.375,-15.3125,0.25
81847000888,8.25,-19.375,0.375
81847023438,11.75,-25.1875,1.0625
81847038416,13.0625,-32.0625,1.8125
81847060937,11.4375,-40.375,2.875
81847083459,8.25,-45.5,3
81847098426,2.3125,-46.625,3.125
81847120916,-2,-47.25,2.9375
81847143442,-0.625,-47.125,2.6875
81847158466,6.625,-46.5625,3.125
81847180926,14,-44.9375,2.4375
81847203437,18.8125,-45.25,2.5625
81847218447,24.4375,-43.75,5.0625
81847248387,27.9375,-38.3125,6.3125
81847263387,29.1875,-36.0625,8
81847285927,31,-34.4375,11.1875
81847300932,31.1875,-31.0625,12.3125
81847330977,33.1875,-30.0625,10.9375
81847338448,41.4375,-33.125,11.3125
81847360915,52.0625,-32.875,8.125
81847383392,51.8125,-34.5,0.125
81847398386,38.875,-44.6875,-5.125
81847420961,31.1875,-60.875,-3.875
81847443401,32.375,-69.9375,-2.375
81847458413,37.5,-66.8125,1.125
81847480964,39.6875,-66.125,-4.1875
81847503415,28.625,-80.625,-14.4375
81847525934,12.375,-95.0625,-16.5
81847540936,5.0625,-105.188,-14.8125
81847563439,8.3125,-121.188,-17.125
81847578423,24.625,-133.812,-30.25
81847600934,46.0625,-144.5,-41.8125
81847623431,76.4375,-154.625,-34
81847638408,82.0625,-154.562,-23.0625
81847668428,73.6875,-145.75,-30.4375
81847683415,68.875,-143.5,-46.25
81847698412,65.5,-149.812,-47.25
81847720950,79.6875,-142,-40.25
81847743431,93.3125,-128.625,-38.3125
81847758413,88,-125.125,-37.5625
81847780962,81.25,-130.562,-38.625
81847803890,75.5,-141.25,-42.4375
81847818421,77.875,-145.625,-41.625
81847840971,84.375,-140.688,-35.6875
81847863426,86.0625,-141.875,-28.9375
81847878433,80.5625,-143.688,-32.5625
81847901041,76.8125,-151.812,-43.0625
81847923459,76.9375,-146.25,-39.5625
81847938432,77.75,-132.688,-22.6875
81847960916,68.4375,-126.188,-11.25
81847983433,55.4375,-129.562,-15.1875
81847998442,42.25,-126,-24.3125
81848020906,34.75,-114.312,-26.3125
81848043436,26.5625,-102.125,-21.3125
81848058432,8.6875,-94.125,-17.9375
81848080917,-0.875,-89.5,-19.125
81848103436,1.5625,-85.625,-30
81848118469,5.625,-79.1875,-40.5625
81848140912,6.875,-67,-35.25
81848163464,3.125,-53.875,-24.25
81848178441,-7.125,-48.3125,-20.1875
81848200928,-7.375,-48.125,-18.0625
81848223480,4.9375,-49.5,-16.375
81848238452,15.75,-51.625,-18.6875
81848260916,26.25,-53.25,-18.75
81848283457,29.25,-55.6875,-16.8125
81848298472,21.4375,-58.625,-15.5
81848320937,9.1875,-53.0625,-13.5
81848343493,1.625,-39.9375,-11.125
81848358466,-24.5,-17.1875,-5.4375
81848380939,-48.75,1.0625,3
81848403469,-46,8.625,5.5
81848418468,-10.25,6.8125,-1.1875
81848440948,35.25,1.3125,-5.0625
81848463437,54.625,-3.5625,-8.9375
81848478457,45.4375,-6.0625,-8.75
81848500943,15.75,-3.875,-1.9375
81848523439,-11.125,1.75,8
81848538414,-21,5.1875,14.375
81848560935,-9.75,5.0625,17
81848583449,15.5,2,18.375
81848598421,40.3125,-0.625,16.5
81848620991,49.75,-1.5,12.375
81848643419,42.5,-0.875,10.5
81848658455,29.25,0.25,10.5625
81848680992,17.375,0.6875,9.9375
81848703440,10,0.4375,7.5
81848718452,6.375,-0.75,4.3125
81848740969,3.875,-1.4375,1.6875
81848763445,1.4375,-1.75,-0.25
81848778451,-3,-1.9375,-2.25
81848800974,-4.75,-1.875,-1.3125
81848823471,-4.75,-2.3125,-2.25
81848838450,-3.4375,-2.3125,-1.9375
81848860971,-1.6875,-2.125,-1.6875
81848883437,-0.3125,-1.875,-1.0625
81848898443,0.5625,-1.375,-0.5
81848922229,1.0625,-0.8125,-0.1875
81848943434,1.6875,-0.4375,-0.125
81848958438,2.4375,-0.3125,0
81848980997,4.0625,0,0.0625
81849003439,5.625,0.0625,-0.1875
81849018442,5.3125,0.3125,-0.4375
81849040968,4.1875,0.375,-0.3125
81849063448,2.5,0.375,-0.25
81849078448,1.375,0.0625,-0.4375
81849100974,1.25,-0.375,-0.5625
81849123473,1.625,-0.375,-0.8125
81849138472,1.25,-0.3125,-1.125
81849160986,0.5625,-0.25,-0.8125
81849183506,-0.4375,0,-0.1875
81849198448,-1.875,0,-0.25
81849220987,-1.3125,-0.3125,0.75
81849243465,0.375,-0.5,0.4375
81849258491,1.1875,-0.4375,-0.0625
81849280988,1.25,-0.4375,-0.25
81849303467,0.5,-0.375,-0.0625
81849318480,-0.5,-0.375,-0.0625
81849340943,-1.25,-0.3125,-0.3125
81849363498,-1.1875,-0.375,-0.5625
81849378944,-1.125,-0.75,-0.75
81849408494,-1.125,-1,-0.875
81849423492,-0.9375,-1,-0.625
81849438482,-0.75,-0.8125,-0.625
81849460968,-0.5,-0.875,-0.6875
81849483509,-0.25,-0.875,-0.6875
81849498503,-0.1875,-0.6875,-0.25
81849520948,0,-0.6875,-0.3125
81849543519,0.8125,-0.5,0.125
81849558549,1.625,-0.1875,0.3125
81849580983,2.125,-0.25,0.3125
81849603489,2,-0.125,0.125
81849618484,1.625,-0.125,0.5
81849640999,1.3125,-0.125,0.375
81849663515,0.875,-0.125,0.25
81849678486,0.625,-0.1875,0.125
81849700962,0.5,-0.125,0.1875
81849723527,0.3125,0,0.125
81849738496,0.25,0.0625,0.0625
81849760986,0.25,0.0625,0.125
81849783489,0.1875,0.125,0.125
81849798493,0.3125,0.125,0.3125
81849821000,0.9375,-0.125,0.5625
81849843472,1.625,-0.125,0.5
81849858452,1.6875,-0.1875,0.3125
81849881002,0.9375,-0.1875,0.125
81849903470,-0.375,-0.125,0.0625
81849918491,-1.5,-0.25,0.125
81849941017,-1.625,-0.4375,0.3125
81849963523,-0.0625,-0.25,0.1875
81849978462,1.3125,-0.25,-0.1875
81850000993,1.6875,0,0.25
81850023517,0.6875,0.3125,0.625
81850038456,-0.375,0.0625,0.5
81850061052,-0.0625,-0.0625,0.5625
81850083502,0.6875,0.25,0.5625
81850098485,1.0625,0.25,0.3125
81850121001,1.375,0.125,0.5
81850143496,1.125,0.125,0.6875
81850158484,0.625,0.125,0.8125
81850181045,0.9375,0.0625,0.6875
81850203471,1,-0.0625,0.3125
81850218470,0.3125,-0.25,0.25
81850241013,-0.25,-0.375,0.3125
81850263524,-0.375,0,0.4375
81850278496,-0.125,-0.0625,0.1875
81850301049,0.3125,-0.375,0.25
81850323512,0.3125,-0.3125,0.4375
81850338502,-0.25,-0.375,0.25
81850360997,-0.375,-0.3125,0.25
81850383525,0.0625,-0.25,0.375
81850398490,0.3125,-0.375,0.1875
81850420967,0.3125,-0.1875,0.1875
81850443484,-0.0625,-0.125,0.25
81850458498,0,-0.0625,0.1875
81850480964,0.4375,0.0625,0.1875
81850503519,0.625,-0.0625,0.25
81850518497,0.6875,-0.125,0.4375
81850540973,0.6875,-0.0625,0.75
81850563488,1.0625,0.125,1
81850578997,1.5625,0.3125,1
81850600960,2.1875,0.3125,1.0625
81850623549,2.75,0.3125,1.0625
81850638485,3.0625,0.3125,1.125
81850660989,2.375,0.25,0.8125
81850683550,1.1875,0.3125,0.6875
81850698547,0.5,0.25,0.25
81850720995,0.25,0.125,0.0625
81850743529,0.25,0,0.125
81850758523,0.0625,-0.0625,0.125
81850780985,-1.1875,-0.1875,0
81850803544,-1.625,-0.3125,-0.25
81850818510,-1.0625,-0.375,-0.6875
81850840986,-0.1875,-0.3125,-0.9375
81850863522,-2.0625,-0.875,-1.875
81850878538,-11.8125,-3.5,-9.0625
81850901020,-5.5,-9.25,-11.25
81850923499,5,-7.1875,-8.625
81850938541,6.6875,-3.25,-11.9375
81850960991,0.5625,0.375,-9.9375
81850983503,-13.4375,2.625,-6.75
81850998472,-17.5,3.6875,-7.8125
81851020985,-10.75,8.25,-6
81851043466,-11.8125,18.0625,1.5
81851058483,-22.125,32.375,8.6875
81851081032,-36.625,46.3125,14.375
81851103478,-37.25,58.125,17.9375
81851118463,-28.5625,70.125,19.875
81851163539,-29.125,84.1875,22.25
81851171017,-36.75,96.3125,26.6875
81851186007,-45.875,107.375,33.3125
81851201037,-54.1875,117.188,39.8125
81851231066,-56.875,118.875,40.1875
81851253505,-57.4375,124.5,45.125
81851283512,-50.9375,133,48.75
81851290979,-58,140.75,52.5
81851306039,-71.4375,147.188,59.375
81851321011,-82.1875,154.062,64.4375
81851350996,-91,161.375,65.75
81851373516,-83.25,159.062,61.125
81851381044,-75.125,157.875,63.875
81851403495,-72.25,157.938,71.75
81851418500,-84,156.688,75.625
81851441043,-94.6875,153.875,77.3125
81851463563,-90.3125,150.062,77.75
81851478520,-75.4375,142.25,77.4375
