timestamp,roll,pitch,yaw
72632121803,0.199328,-1.43792,-1.79165
72632145442,0.169843,-1.44332,-1.76251
72632160404,0.129155,-1.44593,-1.72245
72632181717,0.0749981,-1.44882,-1.6711
72632205411,0.0044961,-1.45005,-1.60374
72632220415,-0.0600298,-1.44954,-1.54261
72632266024,-0.120038,-1.44689,-1.48644
72632274322,-0.149656,-1.44165,-1.45893
72632283164,-0.177507,-1.43848,-1.43437
72632302429,-0.203331,-1.43609,-1.40821
72632327696,-0.234569,-1.43492,-1.37557
72632340410,-0.281715,-1.43387,-1.32869
72632384069,-0.341598,-1.43306,-1.27216
72632394353,-0.402243,-1.4299,-1.21294
72632400537,-0.453491,-1.42751,-1.1607
72632422249,-0.490339,-1.42699,-1.11888
72632444799,-0.524913,-1.42787,-1.07933
72632459129,-0.567321,-1.42593,-1.03158
72632482208,-0.613656,-1.42446,-0.983157
72632504789,-0.656305,-1.41887,-0.939297
72632519093,-0.69338,-1.41348,-0.90255
72632542322,-0.719929,-1.40874,-0.875766
72632564836,-0.745025,-1.4053,-0.851322
72632579116,-0.766663,-1.40071,-0.8285
72632602250,-0.786026,-1.39615,-0.808776
72632624765,-0.814142,-1.38937,-0.782739
72632639101,-0.833779,-1.38252,-0.762264
72632662255,-0.846711,-1.37698,-0.749761
72632684748,-0.857294,-1.37013,-0.740208
72632699109,-0.860328,-1.36254,-0.734821
72632722218,-0.861194,-1.35771,-0.733127
72632744745,-0.871014,-1.35128,-0.724498
72632759043,-0.879548,-1.34281,-0.716278
72632782231,-0.880832,-1.3352,-0.714039
72632804782,-0.877571,-1.32887,-0.71812
72632820453,-0.873695,-1.32179,-0.722062
72632842228,-0.872361,-1.31477,-0.7215
72632864782,-0.871769,-1.30823,-0.718756
72632880525,-0.874216,-1.30229,-0.714139
72632902311,-0.87656,-1.29683,-0.71012
72632924763,-0.878008,-1.29367,-0.707378
72632964295,-0.88071,-1.29151,-0.703895
72632966746,-0.883287,-1.28784,-0.700633
72632984762,-0.884557,-1.28571,-0.698344
72633008739,-0.877564,-1.28328,-0.706996
72633022218,-0.866976,-1.27978,-0.719855
72633044759,-0.858857,-1.27805,-0.730451
72633061011,-0.85619,-1.27694,-0.735952
72633083030,-0.855601,-1.27642,-0.73787
72633104736,-0.855232,-1.27684,-0.739122
72633127222,-0.8552,-1.27806,-0.739818
72633141608,-0.851774,-1.27861,-0.743262
72633164818,-0.847511,-1.27854,-0.747343
72633181018,-0.847809,-1.28159,-0.744224
72633201552,-0.841566,-1.2842,-0.748489
72633224771,-0.835826,-1.28399,-0.755481
72633240993,-0.822676,-1.28391,-0.768338
72633261564,-0.807504,-1.28336,-0.782804
72633286168,-0.79831,-1.28254,-0.792904
72633300478,-0.790956,-1.28247,-0.801162
72633321591,-0.783652,-1.28373,-0.808973
72633344752,-0.777017,-1.28477,-0.815758
72633360563,-0.771666,-1.28708,-0.819854
72633382999,-0.764791,-1.29013,-0.824621
72633406129,-0.761538,-1.29227,-0.826802
72633420533,-0.759583,-1.29364,-0.827686
72633443056,-0.757105,-1.29521,-0.828716
72633466198,-0.756332,-1.29635,-0.827588
72633480506,-0.754566,-1.29608,-0.826438
72633502991,-0.756116,-1.29648,-0.821789
72633525969,-0.758183,-1.29678,-0.816955
72633540487,-0.759834,-1.29687,-0.812252
72633562976,-0.759756,-1.29643,-0.808371
72633586203,-0.761749,-1.29659,-0.804666
72633600522,-0.767322,-1.29551,-0.799365
72633623028,-0.774394,-1.29486,-0.791956
72633652216,-0.777914,-1.29367,-0.788536
72633660528,-0.782642,-1.29191,-0.785747
72633683066,-0.788773,-1.28946,-0.782007
72633722538,-0.792315,-1.28667,-0.778295
72633727331,-0.795044,-1.28498,-0.77565
72633743045,-0.79831,-1.2848,-0.772884
72633766224,-0.801974,-1.28454,-0.769299
72633787327,-0.804732,-1.28479,-0.765991
72633803052,-0.807348,-1.28573,-0.762394
72633826169,-0.810631,-1.28706,-0.758747
72633847389,-0.814928,-1.28887,-0.754099
72633863134,-0.819911,-1.29068,-0.74878
72633886230,-0.823342,-1.29277,-0.744227
72633907267,-0.827942,-1.29516,-0.738783
72633923087,-0.830542,-1.29754,-0.734245
72633946211,-0.836144,-1.29985,-0.728144
72633967286,-0.842144,-1.30217,-0.720948
72633983173,-0.849739,-1.30431,-0.712684
72634006312,-0.859883,-1.30566,-0.70124
72634027327,-0.864614,-1.30711,-0.693695
72634043098,-0.872148,-1.3087,-0.686429
72634065575,-0.878256,-1.30957,-0.680648
72634087324,-0.886489,-1.3098,-0.672557
72634103132,-0.896502,-1.30982,-0.662506
72634133700,-0.89492,-1.30669,-0.663621
72634147280,-0.878433,-1.30216,-0.682327
72634163043,-0.842758,-1.29352,-0.72222
72634185557,-0.816947,-1.28899,-0.753072
72634207242,-0.805224,-1.28626,-0.763829
72634223014,-0.797515,-1.28508,-0.76841
72634245562,-0.788154,-1.28596,-0.774168
72634268717,-0.78293,-1.28792,-0.779258
72634283071,-0.780929,-1.29008,-0.782162
72634305545,-0.781627,-1.29208,-0.782868
72634353352,-0.783034,-1.2935,-0.783658
72634358748,-0.785587,-1.29493,-0.783076
72634365613,-0.78937,-1.29648,-0.783694
72634388771,-0.790468,-1.29833,-0.787929
72634403080,-0.792948,-1.29928,-0.791035
72634425573,-0.799088,-1.30164,-0.788801
72634448745,-0.804238,-1.30402,-0.784126
72634463110,-0.806291,-1.30735,-0.781317
72634494231,-0.806797,-1.31191,-0.780726
72634508787,-0.805559,-1.31655,-0.781747
72634529815,-0.814833,-1.32154,-0.771089
72634545557,-0.819651,-1.32918,-0.762375
72634568793,-0.82197,-1.33649,-0.757076
72634589865,-0.822876,-1.33935,-0.754882
72634604804,-0.835648,-1.34261,-0.740872
72634629383,-0.844117,-1.34741,-0.731048
72634642310,-0.863172,-1.34955,-0.714632
72634664741,-0.875198,-1.3521,-0.70531
72634679178,-0.890197,-1.35573,-0.695328
72634701689,-0.912092,-1.36052,-0.676416
72634724900,-0.956987,-1.36977,-0.633897
72634739143,-1.0196,-1.37897,-0.574229
72634761692,-1.0836,-1.38447,-0.511489
72634784596,-1.13251,-1.3965,-0.45841
72634799148,-1.23055,-1.3979,-0.364226
72634821606,-1.31662,-1.40592,-0.274406
72634844748,-1.38192,-1.41615,-0.207303
72634859094,-1.45944,-1.42534,-0.132116
72634881602,-1.55327,-1.42808,-0.0438885
72634904730,-1.65401,-1.42601,0.0502327
72634919082,-1.79866,-1.42556,0.187988
72634941585,-1.90614,-1.4186,0.288256
72634989152,-2.00708,-1.40836,0.380271
72634991435,-2.09059,-1.39448,0.455832
72635004535,-2.17015,-1.37758,0.52695
72635024771,-2.24834,-1.36102,0.59654
72635039209,-2.30314,-1.34726,0.642178
72635061670,-2.34917,-1.33508,0.679439
72635084864,-2.38307,-1.32336,0.704892
72635099168,-2.40668,-1.31022,0.722742
72635121652,-2.42985,-1.29731,0.741066
72635144815,-2.45007,-1.28011,0.760091
72635159184,-2.45744,-1.26359,0.773153
72635181658,-2.45905,-1.24746,0.781419
72635204762,-2.48422,-1.23056,0.795268
72635219231,-2.50261,-1.21416,0.803232
72635241664,-2.52093,-1.19865,0.811922
72635264901,-2.54352,-1.18524,0.82349
72635279122,-2.55846,-1.17314,0.830754
72635301684,-2.57245,-1.16147,0.833824
72635324768,-2.58076,-1.15151,0.832264
72635339071,-2.58523,-1.14237,0.828485
72635361580,-2.58172,-1.1349,0.821738
72635384729,-2.56629,-1.12927,0.806887
72635399083,-2.56148,-1.12363,0.797505
72635421639,-2.55623,-1.11903,0.787733
72635444770,-2.54674,-1.11868,0.775547
72635459135,-2.54895,-1.11838,0.76743
72635481631,-2.55808,-1.1201,0.7616
72635504791,-2.56588,-1.12105,0.758832
72635519106,-2.56771,-1.12127,0.755789
72635541684,-2.56081,-1.12257,0.750002
72635564928,-2.56164,-1.12543,0.749081
72635579143,-2.56785,-1.12751,0.752108
72635601662,-2.57537,-1.1289,0.758162
72635616620,-2.58912,-1.13033,0.76841
72635639160,-2.60576,-1.13085,0.779818
72635661639,-2.62459,-1.13007,0.793201
72635684841,-2.64195,-1.129,0.806629
72635699199,-2.64887,-1.12754,0.813473
72635721679,-2.64947,-1.12567,0.81617
72635744646,-2.66062,-1.12554,0.824014
72635759134,-2.68149,-1.12322,0.836167
72635781641,-2.70129,-1.12161,0.851364
72635812971,-2.70956,-1.1187,0.857349
72635819163,-2.71566,-1.11546,0.860344
72635841624,-2.71935,-1.11302,0.862942
72635856598,-2.72236,-1.10939,0.865352
72635879100,-2.72614,-1.10482,0.867983
72635901625,-2.73186,-1.10072,0.87541
72635924775,-2.73406,-1.09539,0.882675
72635939140,-2.7358,-1.09104,0.892354
72635961631,-2.73374,-1.08767,0.899202
72635993028,-2.73862,-1.0863,0.899978
72635999227,-2.74868,-1.08468,0.904547
72636021716,-2.75905,-1.08252,0.912596
72636044753,-2.76434,-1.08036,0.919335
72636059224,-2.76705,-1.0776,0.924605
72636081689,-2.76931,-1.07508,0.927191
72636098138,-2.77498,-1.07812,0.92717
72636119237,-2.78568,-1.07975,0.927962
72636141650,-2.79473,-1.0801,0.930822
72636164166,-2.80548,-1.08069,0.934522
72636179160,-2.81088,-1.08123,0.936509
72636201701,-2.81239,-1.08271,0.937215
72636224219,-2.81389,-1.08515,0.938056
72636239223,-2.81855,-1.08671,0.940666
72636261724,-2.82209,-1.0888,0.94138
72636278105,-2.82573,-1.08981,0.941338
72636299175,-2.83046,-1.0911,0.941761
72636321625,-2.83222,-1.09369,0.94077
72636338049,-2.83074,-1.09535,0.938694
72636359133,-2.82702,-1.09725,0.93607
