timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
138512115685,1,3,3,-7,7,-2,-5,-1
138512115685,3,-3,1,5,-1,-2,-3,-1
138512116555,1,0,3,6,0,-5,-2,2
138512116555,-1,0,0,-8,7,0,0,-3
138512117908,-6,-9,-1,-13,7,-2,2,-2
138512117908,-3,0,0,2,-3,-2,-1,-3
138512118717,1,0,-1,9,-4,2,1,4
138512118717,-1,-2,-2,-13,2,1,2,-5
138512127281,2,-2,-2,19,-9,1,1,1
138512127281,-1,-2,-1,0,-6,0,0,-4
138512132958,-4,-1,-7,-16,2,-1,-6,-7
138512132958,-1,0,-5,7,-4,0,-2,2
138512141589,0,-3,-2,10,-10,-3,0,-4
138512141589,-1,-4,-3,-14,9,-3,0,1
138512156602,1,-1,0,-23,8,-2,-3,-12
138512156602,-2,-1,-2,-3,-5,0,-4,3
138512163533,1,4,3,-17,5,2,-5,-2
138512163533,2,2,4,-4,-4,0,-3,-2
138512171585,-5,-4,1,-11,5,-3,-2,-1
138512171585,1,2,-4,-2,1,-3,-2,-4
138512186080,-3,-4,-2,2,-6,-2,-2,-1
138512186080,-3,0,-5,1,-3,-1,-5,-2
138512194084,2,-3,-1,9,-7,2,2,3
138512194084,1,1,2,14,-8,-1,0,-1
138512200505,2,-1,1,2,1,-1,-4,1
138512200505,-2,-3,-3,-8,7,-3,-2,-4
138512239243,-3,0,0,-24,11,-3,-4,-5
138512239243,-1,-1,-1,7,-2,1,0,-2
138512247286,-4,-1,-3,-12,4,2,-5,-5
138512247286,2,-6,-2,-20,5,-5,1,-3
138512248096,-3,3,-3,7,-4,-1,-1,1
138512248096,-3,-3,2,-6,0,-4,-2,0
138512249633,-4,-5,1,-16,7,-3,-2,-3
138512249633,-2,4,3,12,-9,1,-1,3
138512260299,-1,-2,-2,9,-6,-3,-4,1
138512260299,-2,0,0,-6,-1,-3,-6,-1
138512269199,-3,-1,-4,-5,2,2,-1,1
138512269199,0,3,-3,5,-3,1,-7,1
138512275200,0,-8,-1,-5,2,-3,0,-1
138512275200,-2,1,-1,-8,3,0,-3,-5
138512290212,1,1,2,1,-5,-1,-1,-4
138512290212,0,-5,-1,-1,-3,-1,-6,1
138512297840,-3,-3,-4,-11,2,2,-2,-2
138512297840,3,4,-2,9,-6,3,-1,5
138512306812,0,-1,-2,7,-3,-1,-1,4
138512306812,-3,-4,-3,4,3,-2,3,0
138512320264,1,0,5,6,-9,1,6,0
138512320264,2,-3,-3,5,0,-3,-1,-1
138512329216,0,3,1,10,-3,-5,-1,-2
138512329216,-1,-3,2,1,-7,-1,-1,-1
138512335220,2,0,-2,5,-3,2,2,1
138512335220,-4,1,-1,5,2,-3,-3,-1
138512350234,1,-1,-1,6,-3,-1,-1,1
138512350234,2,1,-4,5,0,-2,-4,-3
138512357743,1,4,1,19,-4,-1,-3,1
138512357743,4,-3,2,-3,-6,3,3,-1
138512366754,-4,-5,-3,-2,-1,1,-2,-3
138512366754,-2,2,-1,-2,-2,-4,3,0
138512380239,-1,-1,0,0,1,-3,-2,-1
138512380239,-5,-2,-1,-14,4,-4,0,3
138512389271,3,0,4,8,-7,-3,2,3
138512389271,-6,-3,0,-5,4,1,-5,-4
138512395261,0,2,-1,-7,4,-2,-8,-5
138512395261,-1,-2,-3,1,0,-4,4,-7
138512410257,0,2,-1,3,5,-1,-2,1
138512410257,1,-2,-2,-9,1,0,-1,-3
138512417728,-2,-6,-1,-6,-2,-1,3,-2
138512417728,-1,4,1,0,-3,0,-2,1
138512426739,2,4,-2,0,-4,3,-2,-4
138512426739,1,-3,-2,1,2,-1,-6,2
138512440352,0,-1,-4,2,0,-5,-3,0
138512440352,-1,4,-2,6,-1,1,0,3
138512449314,-2,-1,0,0,-7,0,0,-5
138512449314,-4,-3,-2,3,0,-1,1,2
138512455258,0,-3,-1,-2,-4,1,0,0
138512455258,5,-5,-1,3,-5,-2,2,-1
138512470331,0,-1,-4,0,0,-4,-1,-3
138512470331,-2,2,1,14,-6,-1,2,-3
138512477810,1,0,0,1,-3,-2,-2,2
138512477810,-5,-1,-6,-7,-1,2,0,-1
138512486844,2,-2,-3,1,5,-3,-2,-1
138512486844,2,1,2,5,-4,-2,2,-2
138512500292,-2,1,-3,7,-2,2,-2,-4
138512500292,0,0,0,0,3,-4,-6,-5
138512509296,-2,2,-1,-3,-4,2,1,0
138512509296,3,2,-2,7,-5,-4,2,0
138512515278,-1,0,0,5,-4,-2,0,5
138512515278,-2,2,0,6,-2,-2,-3,-3
138512530265,-3,-2,-1,3,0,-5,3,1
138512530265,0,1,3,12,-9,3,6,5
138512537810,-1,-2,-4,-7,5,-1,-4,0
138512537810,-1,0,3,5,-3,-2,-3,-7
138512546761,1,1,-4,8,-7,-1,-2,4
138512546761,-5,-6,3,-6,3,-4,-1,-11
138512560391,1,-1,0,5,1,-1,-2,-2
138512560391,-5,-3,0,-4,1,0,1,4
138512569253,-2,-8,0,-10,4,2,-4,-4
138512569253,-2,1,-2,-17,2,-3,-5,-2
138512575249,-2,2,2,-9,0,-1,1,-5
