timestamp,x,y,z,w
284839772352,-0.390137,0.00720215,0.113281,0.913696
284839787372,-0.390137,0.00720215,0.113281,0.913696
284839802387,-0.390198,0.00720215,0.113281,0.913696
284839823717,-0.390198,0.00720215,0.113281,0.913696
284839847406,-0.390198,0.00720215,0.113281,0.913696
284839862975,-0.390198,0.00720215,0.113281,0.913696
284839908115,-0.390198,0.00720215,0.113281,0.913696
284839910142,-0.390259,0.00720215,0.113281,0.913635
284839922434,-0.390259,0.00720215,0.113281,0.913635
284839944349,-0.390259,0.00720215,0.113281,0.913635
284839968072,-0.39032,0.00720215,0.113281,0.913635
284839982339,-0.39032,0.00726318,0.113281,0.913635
284840026162,-0.39032,0.00720215,0.113281,0.913635
284840036215,-0.39032,0.00720215,0.113281,0.913635
284840042512,-0.390381,0.00720215,0.113281,0.913635
284840064176,-0.390381,0.00720215,0.113281,0.913635
284840086766,-0.390381,0.00720215,0.113281,0.913574
284840101121,-0.390381,0.00720215,0.113281,0.913574
284840124213,-0.390442,0.00720215,0.113281,0.913574
284840146704,-0.390137,0.00701904,0.113281,0.913696
284840161065,-0.390198,0.0065918,0.11322,0.913696
284840184171,-0.390259,0.0065918,0.113159,0.913696
284840206594,-0.389954,0.00701904,0.113403,0.913757
284840220986,-0.389648,0.00720215,0.114014,0.913818
284840244113,-0.389526,0.00738525,0.114624,0.913818
284840266637,-0.388489,0.00848389,0.115906,0.914062
284840281000,-0.387451,0.00958252,0.11731,0.914307
284840304131,-0.386047,0.0101318,0.118835,0.914734
284840326603,-0.385925,0.00897217,0.119568,0.914673
284840341018,-0.385437,0.00805664,0.120117,0.914795
284840364141,-0.384888,0.00762939,0.120667,0.914978
284840386647,-0.384888,0.00799561,0.12146,0.914856
284840402418,-0.385681,0.00878906,0.122009,0.91449
284840424165,-0.386292,0.00952148,0.122314,0.914185
284840446701,-0.386292,0.0101318,0.122681,0.914124
284840462444,-0.38623,0.010498,0.122864,0.914124
284840491663,-0.386169,0.010437,0.122864,0.914124
284840506669,-0.386597,0.010498,0.122803,0.91394
284840530686,-0.385498,0.0108032,0.122803,0.914429
284840544197,-0.385193,0.0109253,0.122681,0.914551
284840566744,-0.385071,0.0111084,0.122375,0.914612
284840583000,-0.385376,0.0115967,0.121887,0.914612
284840604247,-0.385559,0.012207,0.122375,0.914429
